"variant_name","country_code","year_week","new_cases","number_deaths"
Other,AT,"2022-11",632508,1916
Theta,AT,"2022-11",316254,1916
UNK,AT,"2022-11",316254,1916
XD,AT,"2022-11",316254,1916
XF,AT,"2022-11",316254,1916
Zeta,AT,"2022-11",316254,1916
A.23.1+E484K,AT,"2022-12",248348,1998
A.27,AT,"2022-12",248348,1998
A.28,AT,"2022-12",248348,1998
Alpha,AT,"2022-12",993392,1998
AT.1,AT,"2022-12",248348,1998
AV.1,AT,"2022-12",248348,1998
B.1.1.318,AT,"2022-12",248348,1998
B.1.1.519,AT,"2022-12",248348,1998
B.1.214.2,AT,"2022-12",248348,1998
B.1.526,AT,"2022-12",248348,1998
B.1.616,AT,"2022-12",248348,1998
B.1.617.3,AT,"2022-12",248348,1998
B.1.620,AT,"2022-12",248348,1998
B.1.640,AT,"2022-12",248348,1998
Beta,AT,"2022-12",745044,1998
C.1.2,AT,"2022-12",248348,1998
C.16,AT,"2022-12",248348,1998
C.36+L452R,AT,"2022-12",248348,1998
Delta,AT,"2022-12",1738436,1998
Epsilon,AT,"2022-12",248348,1998
Eta,AT,"2022-12",248348,1998
Gamma,AT,"2022-12",496696,1998
Kappa,AT,"2022-12",248348,1998
Lambda,AT,"2022-12",248348,1998
Mu,AT,"2022-12",248348,1998
Omicron,AT,"2022-12",1738436,1998
Other,AT,"2022-12",496696,1998
Theta,AT,"2022-12",248348,1998
UNK,AT,"2022-12",248348,1998
XD,AT,"2022-12",248348,1998
XF,AT,"2022-12",248348,1998
Zeta,AT,"2022-12",248348,1998
A.23.1+E484K,AT,"2022-13",151732,1953
A.27,AT,"2022-13",151732,1953
A.28,AT,"2022-13",151732,1953
Alpha,AT,"2022-13",606928,1953
AT.1,AT,"2022-13",151732,1953
AV.1,AT,"2022-13",151732,1953
B.1.1.318,AT,"2022-13",151732,1953
B.1.1.519,AT,"2022-13",151732,1953
B.1.214.2,AT,"2022-13",151732,1953
B.1.526,AT,"2022-13",151732,1953
B.1.616,AT,"2022-13",151732,1953
B.1.617.3,AT,"2022-13",151732,1953
B.1.620,AT,"2022-13",151732,1953
B.1.640,AT,"2022-13",151732,1953
Beta,AT,"2022-13",455196,1953
C.1.2,AT,"2022-13",151732,1953
C.16,AT,"2022-13",151732,1953
C.36+L452R,AT,"2022-13",151732,1953
Delta,AT,"2022-13",1062124,1953
Epsilon,AT,"2022-13",151732,1953
Eta,AT,"2022-13",151732,1953
Gamma,AT,"2022-13",303464,1953
Kappa,AT,"2022-13",151732,1953
Lambda,AT,"2022-13",151732,1953
Mu,AT,"2022-13",151732,1953
Omicron,AT,"2022-13",1062124,1953
Other,AT,"2022-13",303464,1953
SGTF,AT,"2022-13",151732,1953
Theta,AT,"2022-13",151732,1953
UNK,AT,"2022-13",151732,1953
XD,AT,"2022-13",151732,1953
XF,AT,"2022-13",151732,1953
Zeta,AT,"2022-13",151732,1953
A.23.1+E484K,AT,"2022-14",96636,1957
A.27,AT,"2022-14",96636,1957
A.28,AT,"2022-14",96636,1957
Alpha,AT,"2022-14",386544,1957
AT.1,AT,"2022-14",96636,1957
AV.1,AT,"2022-14",96636,1957
B.1.1.318,AT,"2022-14",96636,1957
B.1.1.519,AT,"2022-14",96636,1957
B.1.214.2,AT,"2022-14",96636,1957
B.1.526,AT,"2022-14",96636,1957
B.1.616,AT,"2022-14",96636,1957
B.1.617.3,AT,"2022-14",96636,1957
B.1.620,AT,"2022-14",96636,1957
B.1.640,AT,"2022-14",96636,1957
Beta,AT,"2022-14",289908,1957
C.1.2,AT,"2022-14",96636,1957
C.16,AT,"2022-14",96636,1957
C.36+L452R,AT,"2022-14",96636,1957
Delta,AT,"2022-14",676452,1957
Epsilon,AT,"2022-14",96636,1957
Eta,AT,"2022-14",96636,1957
Gamma,AT,"2022-14",193272,1957
Kappa,AT,"2022-14",96636,1957
Lambda,AT,"2022-14",96636,1957
Mu,AT,"2022-14",96636,1957
Omicron,AT,"2022-14",676452,1957
Other,AT,"2022-14",193272,1957
Theta,AT,"2022-14",96636,1957
UNK,AT,"2022-14",96636,1957
XD,AT,"2022-14",96636,1957
XF,AT,"2022-14",96636,1957
Zeta,AT,"2022-14",96636,1957
A.23.1+E484K,AT,"2022-15",63535,1805
A.27,AT,"2022-15",63535,1805
A.28,AT,"2022-15",63535,1805
Alpha,AT,"2022-15",254140,1805
AT.1,AT,"2022-15",63535,1805
AV.1,AT,"2022-15",63535,1805
B.1.1.318,AT,"2022-15",63535,1805
B.1.1.519,AT,"2022-15",63535,1805
B.1.214.2,AT,"2022-15",63535,1805
B.1.526,AT,"2022-15",63535,1805
B.1.616,AT,"2022-15",63535,1805
B.1.617.3,AT,"2022-15",63535,1805
B.1.620,AT,"2022-15",63535,1805
B.1.640,AT,"2022-15",63535,1805
Beta,AT,"2022-15",190605,1805
C.1.2,AT,"2022-15",63535,1805
C.16,AT,"2022-15",63535,1805
C.36+L452R,AT,"2022-15",63535,1805
Delta,AT,"2022-15",444745,1805
Epsilon,AT,"2022-15",63535,1805
Eta,AT,"2022-15",63535,1805
Gamma,AT,"2022-15",190605,1805
Kappa,AT,"2022-15",63535,1805
Lambda,AT,"2022-15",63535,1805
Mu,AT,"2022-15",63535,1805
Omicron,AT,"2022-15",444745,1805
Other,AT,"2022-15",127070,1805
SGTF,AT,"2022-15",63535,1805
Theta,AT,"2022-15",63535,1805
UNK,AT,"2022-15",63535,1805
XD,AT,"2022-15",63535,1805
XF,AT,"2022-15",63535,1805
Zeta,AT,"2022-15",63535,1805
A.23.1+E484K,AT,"2022-16",49191,1648
A.27,AT,"2022-16",49191,1648
A.28,AT,"2022-16",49191,1648
Alpha,AT,"2022-16",196764,1648
AT.1,AT,"2022-16",49191,1648
AV.1,AT,"2022-16",49191,1648
B.1.1.318,AT,"2022-16",49191,1648
B.1.1.519,AT,"2022-16",49191,1648
B.1.214.2,AT,"2022-16",49191,1648
B.1.526,AT,"2022-16",49191,1648
B.1.616,AT,"2022-16",49191,1648
B.1.617.3,AT,"2022-16",49191,1648
B.1.620,AT,"2022-16",49191,1648
B.1.640,AT,"2022-16",49191,1648
Beta,AT,"2022-16",147573,1648
C.1.2,AT,"2022-16",49191,1648
C.16,AT,"2022-16",49191,1648
C.36+L452R,AT,"2022-16",49191,1648
Delta,AT,"2022-16",344337,1648
Epsilon,AT,"2022-16",49191,1648
Eta,AT,"2022-16",49191,1648
Gamma,AT,"2022-16",98382,1648
Kappa,AT,"2022-16",49191,1648
Lambda,AT,"2022-16",49191,1648
Mu,AT,"2022-16",49191,1648
Omicron,AT,"2022-16",344337,1648
Other,AT,"2022-16",98382,1648
SGTF,AT,"2022-16",49191,1648
Theta,AT,"2022-16",49191,1648
UNK,AT,"2022-16",49191,1648
XD,AT,"2022-16",49191,1648
XF,AT,"2022-16",49191,1648
Zeta,AT,"2022-16",49191,1648
A.23.1+E484K,AT,"2022-17",40388,1675
A.27,AT,"2022-17",40388,1675
A.28,AT,"2022-17",40388,1675
Alpha,AT,"2022-17",161552,1675
AT.1,AT,"2022-17",40388,1675
AV.1,AT,"2022-17",40388,1675
B.1.1.318,AT,"2022-17",40388,1675
B.1.1.519,AT,"2022-17",40388,1675
B.1.214.2,AT,"2022-17",40388,1675
B.1.526,AT,"2022-17",40388,1675
B.1.616,AT,"2022-17",40388,1675
B.1.617.3,AT,"2022-17",40388,1675
B.1.620,AT,"2022-17",40388,1675
B.1.640,AT,"2022-17",40388,1675
Beta,AT,"2022-17",121164,1675
C.1.2,AT,"2022-17",40388,1675
C.16,AT,"2022-17",40388,1675
C.36+L452R,AT,"2022-17",40388,1675
Delta,AT,"2022-17",282716,1675
Epsilon,AT,"2022-17",40388,1675
Eta,AT,"2022-17",40388,1675
Gamma,AT,"2022-17",121164,1675
Kappa,AT,"2022-17",40388,1675
Lambda,AT,"2022-17",40388,1675
Mu,AT,"2022-17",40388,1675
Omicron,AT,"2022-17",282716,1675
Other,AT,"2022-17",80776,1675
Theta,AT,"2022-17",40388,1675
UNK,AT,"2022-17",40388,1675
XD,AT,"2022-17",40388,1675
XF,AT,"2022-17",40388,1675
Zeta,AT,"2022-17",40388,1675
A.23.1+E484K,AT,"2022-18",37009,0
A.27,AT,"2022-18",37009,0
A.28,AT,"2022-18",37009,0
Alpha,AT,"2022-18",148036,0
AT.1,AT,"2022-18",37009,0
AV.1,AT,"2022-18",37009,0
B.1.1.318,AT,"2022-18",37009,0
B.1.1.519,AT,"2022-18",37009,0
B.1.214.2,AT,"2022-18",37009,0
B.1.526,AT,"2022-18",37009,0
B.1.616,AT,"2022-18",37009,0
B.1.617.3,AT,"2022-18",37009,0
B.1.620,AT,"2022-18",37009,0
B.1.640,AT,"2022-18",37009,0
Beta,AT,"2022-18",111027,0
C.1.2,AT,"2022-18",37009,0
C.16,AT,"2022-18",37009,0
C.36+L452R,AT,"2022-18",37009,0
Delta,AT,"2022-18",222054,0
Epsilon,AT,"2022-18",37009,0
Eta,AT,"2022-18",37009,0
Gamma,AT,"2022-18",74018,0
Kappa,AT,"2022-18",37009,0
Lambda,AT,"2022-18",37009,0
Mu,AT,"2022-18",37009,0
Omicron,AT,"2022-18",259063,0
Other,AT,"2022-18",74018,0
Theta,AT,"2022-18",37009,0
UNK,AT,"2022-18",37009,0
XD,AT,"2022-18",37009,0
XF,AT,"2022-18",37009,0
Zeta,AT,"2022-18",37009,0
A.23.1+E484K,AT,"2022-19",29806,0
A.27,AT,"2022-19",29806,0
A.28,AT,"2022-19",29806,0
Alpha,AT,"2022-19",119224,0
AT.1,AT,"2022-19",29806,0
AV.1,AT,"2022-19",29806,0
B.1.1.318,AT,"2022-19",29806,0
B.1.1.519,AT,"2022-19",29806,0
B.1.214.2,AT,"2022-19",29806,0
B.1.526,AT,"2022-19",29806,0
B.1.616,AT,"2022-19",29806,0
B.1.617.3,AT,"2022-19",29806,0
B.1.620,AT,"2022-19",29806,0
B.1.640,AT,"2022-19",29806,0
Beta,AT,"2022-19",89418,0
C.1.2,AT,"2022-19",29806,0
C.16,AT,"2022-19",29806,0
C.36+L452R,AT,"2022-19",29806,0
Delta,AT,"2022-19",208642,0
Epsilon,AT,"2022-19",29806,0
Eta,AT,"2022-19",29806,0
Gamma,AT,"2022-19",59612,0
Kappa,AT,"2022-19",29806,0
Lambda,AT,"2022-19",29806,0
Mu,AT,"2022-19",29806,0
Omicron,AT,"2022-19",208642,0
Other,AT,"2022-19",59612,0
SGTF,AT,"2022-19",29806,0
Theta,AT,"2022-19",29806,0
UNK,AT,"2022-19",29806,0
XD,AT,"2022-19",29806,0
XF,AT,"2022-19",29806,0
Zeta,AT,"2022-19",29806,0
A.23.1+E484K,AT,"2022-20",20295,0
A.27,AT,"2022-20",20295,0
A.28,AT,"2022-20",20295,0
Alpha,AT,"2022-20",81180,0
AT.1,AT,"2022-20",20295,0
AV.1,AT,"2022-20",20295,0
B.1.1.318,AT,"2022-20",20295,0
B.1.1.519,AT,"2022-20",20295,0
B.1.214.2,AT,"2022-20",20295,0
B.1.526,AT,"2022-20",20295,0
B.1.616,AT,"2022-20",20295,0
B.1.617.3,AT,"2022-20",20295,0
B.1.620,AT,"2022-20",20295,0
B.1.640,AT,"2022-20",20295,0
Beta,AT,"2022-20",60885,0
C.1.2,AT,"2022-20",20295,0
C.16,AT,"2022-20",20295,0
C.36+L452R,AT,"2022-20",20295,0
Delta,AT,"2022-20",121770,0
Epsilon,AT,"2022-20",20295,0
Eta,AT,"2022-20",20295,0
Gamma,AT,"2022-20",40590,0
Kappa,AT,"2022-20",20295,0
Lambda,AT,"2022-20",20295,0
Mu,AT,"2022-20",20295,0
Omicron,AT,"2022-20",142065,0
Other,AT,"2022-20",40590,0
Theta,AT,"2022-20",20295,0
UNK,AT,"2022-20",20295,0
XD,AT,"2022-20",20295,0
XF,AT,"2022-20",20295,0
Zeta,AT,"2022-20",20295,0
A.23.1+E484K,BE,"2020-01",0,2234
A.27,BE,"2020-01",0,2234
A.28,BE,"2020-01",0,2234
Alpha,BE,"2020-01",0,2234
AT.1,BE,"2020-01",0,2234
AV.1,BE,"2020-01",0,2234
B.1.1.318,BE,"2020-01",0,2234
B.1.1.519,BE,"2020-01",0,2234
B.1.214.2,BE,"2020-01",0,2234
B.1.526,BE,"2020-01",0,2234
B.1.616,BE,"2020-01",0,2234
B.1.617.3,BE,"2020-01",0,2234
B.1.620,BE,"2020-01",0,2234
B.1.640,BE,"2020-01",0,2234
Beta,BE,"2020-01",0,2234
C.1.2,BE,"2020-01",0,2234
C.16,BE,"2020-01",0,2234
C.36+L452R,BE,"2020-01",0,2234
Delta,BE,"2020-01",0,2234
Epsilon,BE,"2020-01",0,2234
Eta,BE,"2020-01",0,2234
Gamma,BE,"2020-01",0,2234
Kappa,BE,"2020-01",0,2234
Lambda,BE,"2020-01",0,2234
Mu,BE,"2020-01",0,2234
Omicron,BE,"2020-01",0,2234
Other,BE,"2020-01",0,2234
Theta,BE,"2020-01",0,2234
UNK,BE,"2020-01",0,2234
XD,BE,"2020-01",0,2234
XF,BE,"2020-01",0,2234
Zeta,BE,"2020-01",0,2234
A.23.1+E484K,BE,"2020-02",0,2388
A.27,BE,"2020-02",0,2388
A.28,BE,"2020-02",0,2388
Alpha,BE,"2020-02",0,2388
AT.1,BE,"2020-02",0,2388
AV.1,BE,"2020-02",0,2388
B.1.1.318,BE,"2020-02",0,2388
B.1.1.519,BE,"2020-02",0,2388
B.1.214.2,BE,"2020-02",0,2388
B.1.526,BE,"2020-02",0,2388
B.1.616,BE,"2020-02",0,2388
B.1.617.3,BE,"2020-02",0,2388
B.1.620,BE,"2020-02",0,2388
B.1.640,BE,"2020-02",0,2388
Beta,BE,"2020-02",0,2388
C.1.2,BE,"2020-02",0,2388
C.16,BE,"2020-02",0,2388
C.36+L452R,BE,"2020-02",0,2388
Delta,BE,"2020-02",0,2388
Epsilon,BE,"2020-02",0,2388
Eta,BE,"2020-02",0,2388
Gamma,BE,"2020-02",0,2388
Kappa,BE,"2020-02",0,2388
Lambda,BE,"2020-02",0,2388
Mu,BE,"2020-02",0,2388
Omicron,BE,"2020-02",0,2388
Other,BE,"2020-02",0,2388
Theta,BE,"2020-02",0,2388
UNK,BE,"2020-02",0,2388
XD,BE,"2020-02",0,2388
XF,BE,"2020-02",0,2388
Zeta,BE,"2020-02",0,2388
A.23.1+E484K,BE,"2020-03",0,2314
A.27,BE,"2020-03",0,2314
A.28,BE,"2020-03",0,2314
Alpha,BE,"2020-03",0,2314
AT.1,BE,"2020-03",0,2314
AV.1,BE,"2020-03",0,2314
B.1.1.318,BE,"2020-03",0,2314
B.1.1.519,BE,"2020-03",0,2314
B.1.214.2,BE,"2020-03",0,2314
B.1.526,BE,"2020-03",0,2314
B.1.616,BE,"2020-03",0,2314
B.1.617.3,BE,"2020-03",0,2314
B.1.620,BE,"2020-03",0,2314
B.1.640,BE,"2020-03",0,2314
Beta,BE,"2020-03",0,2314
C.1.2,BE,"2020-03",0,2314
C.16,BE,"2020-03",0,2314
C.36+L452R,BE,"2020-03",0,2314
Delta,BE,"2020-03",0,2314
Epsilon,BE,"2020-03",0,2314
Eta,BE,"2020-03",0,2314
Gamma,BE,"2020-03",0,2314
Kappa,BE,"2020-03",0,2314
Lambda,BE,"2020-03",0,2314
Mu,BE,"2020-03",0,2314
Omicron,BE,"2020-03",0,2314
Other,BE,"2020-03",0,2314
Theta,BE,"2020-03",0,2314
UNK,BE,"2020-03",0,2314
XD,BE,"2020-03",0,2314
XF,BE,"2020-03",0,2314
Zeta,BE,"2020-03",0,2314
A.23.1+E484K,BE,"2020-04",0,2204
A.27,BE,"2020-04",0,2204
A.28,BE,"2020-04",0,2204
Alpha,BE,"2020-04",0,2204
AT.1,BE,"2020-04",0,2204
AV.1,BE,"2020-04",0,2204
B.1.1.318,BE,"2020-04",0,2204
B.1.1.519,BE,"2020-04",0,2204
B.1.214.2,BE,"2020-04",0,2204
B.1.526,BE,"2020-04",0,2204
B.1.616,BE,"2020-04",0,2204
B.1.617.3,BE,"2020-04",0,2204
B.1.620,BE,"2020-04",0,2204
B.1.640,BE,"2020-04",0,2204
Beta,BE,"2020-04",0,2204
C.1.2,BE,"2020-04",0,2204
C.16,BE,"2020-04",0,2204
C.36+L452R,BE,"2020-04",0,2204
Delta,BE,"2020-04",0,2204
Epsilon,BE,"2020-04",0,2204
Eta,BE,"2020-04",0,2204
Gamma,BE,"2020-04",0,2204
Kappa,BE,"2020-04",0,2204
Lambda,BE,"2020-04",0,2204
Mu,BE,"2020-04",0,2204
Omicron,BE,"2020-04",0,2204
Other,BE,"2020-04",0,2204
Theta,BE,"2020-04",0,2204
UNK,BE,"2020-04",0,2204
XD,BE,"2020-04",0,2204
XF,BE,"2020-04",0,2204
Zeta,BE,"2020-04",0,2204
A.23.1+E484K,BE,"2020-05",2,2356
A.27,BE,"2020-05",2,2356
A.28,BE,"2020-05",2,2356
Alpha,BE,"2020-05",8,2356
AT.1,BE,"2020-05",2,2356
AV.1,BE,"2020-05",2,2356
B.1.1.318,BE,"2020-05",2,2356
B.1.1.519,BE,"2020-05",2,2356
B.1.214.2,BE,"2020-05",2,2356
B.1.526,BE,"2020-05",2,2356
B.1.616,BE,"2020-05",2,2356
B.1.617.3,BE,"2020-05",2,2356
B.1.620,BE,"2020-05",2,2356
B.1.640,BE,"2020-05",2,2356
Beta,BE,"2020-05",6,2356
C.1.2,BE,"2020-05",2,2356
C.16,BE,"2020-05",2,2356
C.36+L452R,BE,"2020-05",2,2356
Delta,BE,"2020-05",12,2356
Epsilon,BE,"2020-05",2,2356
Eta,BE,"2020-05",2,2356
Gamma,BE,"2020-05",4,2356
Kappa,BE,"2020-05",2,2356
Lambda,BE,"2020-05",2,2356
Mu,BE,"2020-05",2,2356
Omicron,BE,"2020-05",12,2356
Other,BE,"2020-05",2,2356
Theta,BE,"2020-05",2,2356
UNK,BE,"2020-05",2,2356
XD,BE,"2020-05",2,2356
XF,BE,"2020-05",2,2356
Zeta,BE,"2020-05",2,2356
A.23.1+E484K,BE,"2020-06",0,2169
A.27,BE,"2020-06",0,2169
A.28,BE,"2020-06",0,2169
Alpha,BE,"2020-06",0,2169
AT.1,BE,"2020-06",0,2169
AV.1,BE,"2020-06",0,2169
B.1.1.318,BE,"2020-06",0,2169
B.1.1.519,BE,"2020-06",0,2169
B.1.214.2,BE,"2020-06",0,2169
B.1.526,BE,"2020-06",0,2169
B.1.616,BE,"2020-06",0,2169
B.1.617.3,BE,"2020-06",0,2169
B.1.620,BE,"2020-06",0,2169
B.1.640,BE,"2020-06",0,2169
Beta,BE,"2020-06",0,2169
C.1.2,BE,"2020-06",0,2169
C.16,BE,"2020-06",0,2169
C.36+L452R,BE,"2020-06",0,2169
Delta,BE,"2020-06",0,2169
Epsilon,BE,"2020-06",0,2169
Eta,BE,"2020-06",0,2169
Gamma,BE,"2020-06",0,2169
Kappa,BE,"2020-06",0,2169
Lambda,BE,"2020-06",0,2169
Mu,BE,"2020-06",0,2169
Omicron,BE,"2020-06",0,2169
Other,BE,"2020-06",0,2169
Theta,BE,"2020-06",0,2169
UNK,BE,"2020-06",0,2169
XD,BE,"2020-06",0,2169
XF,BE,"2020-06",0,2169
Zeta,BE,"2020-06",0,2169
A.23.1+E484K,BE,"2020-07",0,2307
A.27,BE,"2020-07",0,2307
A.28,BE,"2020-07",0,2307
Alpha,BE,"2020-07",0,2307
AT.1,BE,"2020-07",0,2307
AV.1,BE,"2020-07",0,2307
B.1.1.318,BE,"2020-07",0,2307
B.1.1.519,BE,"2020-07",0,2307
B.1.214.2,BE,"2020-07",0,2307
B.1.526,BE,"2020-07",0,2307
B.1.616,BE,"2020-07",0,2307
B.1.617.3,BE,"2020-07",0,2307
B.1.620,BE,"2020-07",0,2307
B.1.640,BE,"2020-07",0,2307
Beta,BE,"2020-07",0,2307
C.1.2,BE,"2020-07",0,2307
C.16,BE,"2020-07",0,2307
C.36+L452R,BE,"2020-07",0,2307
Delta,BE,"2020-07",0,2307
Epsilon,BE,"2020-07",0,2307
Eta,BE,"2020-07",0,2307
Gamma,BE,"2020-07",0,2307
Kappa,BE,"2020-07",0,2307
Lambda,BE,"2020-07",0,2307
Mu,BE,"2020-07",0,2307
Omicron,BE,"2020-07",0,2307
Other,BE,"2020-07",0,2307
Theta,BE,"2020-07",0,2307
UNK,BE,"2020-07",0,2307
XD,BE,"2020-07",0,2307
XF,BE,"2020-07",0,2307
Zeta,BE,"2020-07",0,2307
A.23.1+E484K,BE,"2020-08",0,2301
A.27,BE,"2020-08",0,2301
A.28,BE,"2020-08",0,2301
Alpha,BE,"2020-08",0,2301
AT.1,BE,"2020-08",0,2301
AV.1,BE,"2020-08",0,2301
B.1.1.318,BE,"2020-08",0,2301
B.1.1.519,BE,"2020-08",0,2301
B.1.214.2,BE,"2020-08",0,2301
B.1.526,BE,"2020-08",0,2301
B.1.616,BE,"2020-08",0,2301
B.1.617.3,BE,"2020-08",0,2301
B.1.620,BE,"2020-08",0,2301
B.1.640,BE,"2020-08",0,2301
Beta,BE,"2020-08",0,2301
C.1.2,BE,"2020-08",0,2301
C.16,BE,"2020-08",0,2301
C.36+L452R,BE,"2020-08",0,2301
Delta,BE,"2020-08",0,2301
Epsilon,BE,"2020-08",0,2301
Eta,BE,"2020-08",0,2301
Gamma,BE,"2020-08",0,2301
Kappa,BE,"2020-08",0,2301
Lambda,BE,"2020-08",0,2301
Mu,BE,"2020-08",0,2301
Omicron,BE,"2020-08",0,2301
Other,BE,"2020-08",0,2301
Theta,BE,"2020-08",0,2301
UNK,BE,"2020-08",0,2301
XD,BE,"2020-08",0,2301
XF,BE,"2020-08",0,2301
Zeta,BE,"2020-08",0,2301
A.23.1+E484K,BE,"2020-09",0,2249
A.27,BE,"2020-09",0,2249
A.28,BE,"2020-09",0,2249
Alpha,BE,"2020-09",0,2249
AT.1,BE,"2020-09",0,2249
AV.1,BE,"2020-09",0,2249
B.1.1.318,BE,"2020-09",0,2249
B.1.1.519,BE,"2020-09",0,2249
B.1.214.2,BE,"2020-09",0,2249
B.1.526,BE,"2020-09",0,2249
B.1.616,BE,"2020-09",0,2249
B.1.617.3,BE,"2020-09",0,2249
B.1.620,BE,"2020-09",0,2249
B.1.640,BE,"2020-09",0,2249
Beta,BE,"2020-09",0,2249
C.1.2,BE,"2020-09",0,2249
C.16,BE,"2020-09",0,2249
C.36+L452R,BE,"2020-09",0,2249
Delta,BE,"2020-09",0,2249
Epsilon,BE,"2020-09",0,2249
Eta,BE,"2020-09",0,2249
Gamma,BE,"2020-09",0,2249
Kappa,BE,"2020-09",0,2249
Lambda,BE,"2020-09",0,2249
Mu,BE,"2020-09",0,2249
Omicron,BE,"2020-09",0,2249
Other,BE,"2020-09",0,2249
Theta,BE,"2020-09",0,2249
UNK,BE,"2020-09",0,2249
XD,BE,"2020-09",0,2249
XF,BE,"2020-09",0,2249
Zeta,BE,"2020-09",0,2249
A.23.1+E484K,BE,"2020-10",0,2212
A.27,BE,"2020-10",0,2212
A.28,BE,"2020-10",0,2212
Alpha,BE,"2020-10",0,2212
AT.1,BE,"2020-10",0,2212
AV.1,BE,"2020-10",0,2212
B.1.1.318,BE,"2020-10",0,2212
B.1.1.519,BE,"2020-10",0,2212
B.1.214.2,BE,"2020-10",0,2212
B.1.526,BE,"2020-10",0,2212
B.1.616,BE,"2020-10",0,2212
B.1.617.3,BE,"2020-10",0,2212
B.1.620,BE,"2020-10",0,2212
B.1.640,BE,"2020-10",0,2212
Beta,BE,"2020-10",0,2212
C.1.2,BE,"2020-10",0,2212
C.16,BE,"2020-10",0,2212
C.36+L452R,BE,"2020-10",0,2212
Delta,BE,"2020-10",0,2212
Epsilon,BE,"2020-10",0,2212
Eta,BE,"2020-10",0,2212
Gamma,BE,"2020-10",0,2212
Kappa,BE,"2020-10",0,2212
Lambda,BE,"2020-10",0,2212
Mu,BE,"2020-10",0,2212
Omicron,BE,"2020-10",0,2212
Other,BE,"2020-10",0,2212
Theta,BE,"2020-10",0,2212
UNK,BE,"2020-10",0,2212
XD,BE,"2020-10",0,2212
XF,BE,"2020-10",0,2212
Zeta,BE,"2020-10",0,2212
A.23.1+E484K,BE,"2020-11",3678,2234
A.27,BE,"2020-11",3678,2234
A.28,BE,"2020-11",3678,2234
Alpha,BE,"2020-11",14712,2234
AT.1,BE,"2020-11",3678,2234
AV.1,BE,"2020-11",3678,2234
B.1.1.318,BE,"2020-11",3678,2234
B.1.1.519,BE,"2020-11",3678,2234
B.1.214.2,BE,"2020-11",3678,2234
B.1.526,BE,"2020-11",3678,2234
B.1.616,BE,"2020-11",3678,2234
B.1.617.3,BE,"2020-11",3678,2234
B.1.620,BE,"2020-11",3678,2234
B.1.640,BE,"2020-11",3678,2234
Beta,BE,"2020-11",11034,2234
C.1.2,BE,"2020-11",3678,2234
C.16,BE,"2020-11",3678,2234
C.36+L452R,BE,"2020-11",3678,2234
Delta,BE,"2020-11",22068,2234
Epsilon,BE,"2020-11",3678,2234
Eta,BE,"2020-11",3678,2234
Gamma,BE,"2020-11",7356,2234
Kappa,BE,"2020-11",3678,2234
Lambda,BE,"2020-11",3678,2234
Mu,BE,"2020-11",3678,2234
Omicron,BE,"2020-11",22068,2234
Other,BE,"2020-11",3678,2234
Theta,BE,"2020-11",3678,2234
UNK,BE,"2020-11",3678,2234
XD,BE,"2020-11",3678,2234
XF,BE,"2020-11",3678,2234
Zeta,BE,"2020-11",3678,2234
A.23.1+E484K,BE,"2020-12",3673,2554
A.27,BE,"2020-12",3673,2554
A.28,BE,"2020-12",3673,2554
Alpha,BE,"2020-12",14692,2554
AT.1,BE,"2020-12",3673,2554
AV.1,BE,"2020-12",3673,2554
B.1.1.318,BE,"2020-12",3673,2554
B.1.1.519,BE,"2020-12",3673,2554
B.1.214.2,BE,"2020-12",3673,2554
B.1.526,BE,"2020-12",3673,2554
B.1.616,BE,"2020-12",3673,2554
B.1.617.3,BE,"2020-12",3673,2554
B.1.620,BE,"2020-12",3673,2554
B.1.640,BE,"2020-12",3673,2554
Beta,BE,"2020-12",11019,2554
C.1.2,BE,"2020-12",3673,2554
C.16,BE,"2020-12",3673,2554
C.36+L452R,BE,"2020-12",3673,2554
Delta,BE,"2020-12",22038,2554
Epsilon,BE,"2020-12",3673,2554
Eta,BE,"2020-12",3673,2554
Gamma,BE,"2020-12",7346,2554
Kappa,BE,"2020-12",3673,2554
Lambda,BE,"2020-12",3673,2554
Mu,BE,"2020-12",3673,2554
Omicron,BE,"2020-12",22038,2554
Other,BE,"2020-12",3673,2554
Theta,BE,"2020-12",3673,2554
UNK,BE,"2020-12",3673,2554
XD,BE,"2020-12",3673,2554
XF,BE,"2020-12",3673,2554
Zeta,BE,"2020-12",3673,2554
A.23.1+E484K,BE,"2020-13",8130,3198
A.27,BE,"2020-13",8130,3198
A.28,BE,"2020-13",8130,3198
Alpha,BE,"2020-13",32520,3198
AT.1,BE,"2020-13",8130,3198
AV.1,BE,"2020-13",8130,3198
B.1.1.318,BE,"2020-13",8130,3198
B.1.1.519,BE,"2020-13",8130,3198
B.1.214.2,BE,"2020-13",8130,3198
B.1.526,BE,"2020-13",8130,3198
B.1.616,BE,"2020-13",8130,3198
B.1.617.3,BE,"2020-13",8130,3198
B.1.620,BE,"2020-13",8130,3198
B.1.640,BE,"2020-13",8130,3198
Beta,BE,"2020-13",24390,3198
C.1.2,BE,"2020-13",8130,3198
C.16,BE,"2020-13",8130,3198
C.36+L452R,BE,"2020-13",8130,3198
Delta,BE,"2020-13",48780,3198
Epsilon,BE,"2020-13",8130,3198
Eta,BE,"2020-13",8130,3198
Gamma,BE,"2020-13",16260,3198
Kappa,BE,"2020-13",8130,3198
Lambda,BE,"2020-13",8130,3198
Mu,BE,"2020-13",8130,3198
