"variant_name","country_code","year_week","new_cases","number_deaths"
B.1.1.318,IE,"2021-46",31574,664
B.1.1.519,IE,"2021-46",31574,664
B.1.214.2,IE,"2021-46",31574,664
B.1.526,IE,"2021-46",31574,664
B.1.616,IE,"2021-46",31574,664
B.1.617.3,IE,"2021-46",31574,664
B.1.620,IE,"2021-46",31574,664
B.1.640,IE,"2021-46",31574,664
Beta,IE,"2021-46",94722,664
C.1.2,IE,"2021-46",31574,664
C.16,IE,"2021-46",31574,664
C.36+L452R,IE,"2021-46",31574,664
Delta,IE,"2021-46",252592,664
Epsilon,IE,"2021-46",31574,664
Eta,IE,"2021-46",31574,664
Gamma,IE,"2021-46",63148,664
Kappa,IE,"2021-46",31574,664
Lambda,IE,"2021-46",31574,664
Mu,IE,"2021-46",31574,664
Omicron,IE,"2021-46",189444,664
Other,IE,"2021-46",31574,664
Theta,IE,"2021-46",31574,664
UNK,IE,"2021-46",31574,664
XD,IE,"2021-46",31574,664
XF,IE,"2021-46",31574,664
Zeta,IE,"2021-46",31574,664
A.23.1+E484K,IE,"2021-47",30048,728
A.27,IE,"2021-47",30048,728
A.28,IE,"2021-47",30048,728
Alpha,IE,"2021-47",120192,728
AT.1,IE,"2021-47",30048,728
AV.1,IE,"2021-47",30048,728
B.1.1.318,IE,"2021-47",30048,728
B.1.1.519,IE,"2021-47",30048,728
B.1.214.2,IE,"2021-47",30048,728
B.1.526,IE,"2021-47",30048,728
B.1.616,IE,"2021-47",30048,728
B.1.617.3,IE,"2021-47",30048,728
B.1.620,IE,"2021-47",30048,728
B.1.640,IE,"2021-47",30048,728
Beta,IE,"2021-47",90144,728
C.1.2,IE,"2021-47",30048,728
C.16,IE,"2021-47",30048,728
C.36+L452R,IE,"2021-47",30048,728
Delta,IE,"2021-47",240384,728
Epsilon,IE,"2021-47",30048,728
Eta,IE,"2021-47",30048,728
Gamma,IE,"2021-47",60096,728
Kappa,IE,"2021-47",30048,728
Lambda,IE,"2021-47",30048,728
Mu,IE,"2021-47",30048,728
Omicron,IE,"2021-47",210336,728
Other,IE,"2021-47",30048,728
Theta,IE,"2021-47",30048,728
UNK,IE,"2021-47",30048,728
XD,IE,"2021-47",30048,728
XF,IE,"2021-47",30048,728
Zeta,IE,"2021-47",30048,728
A.23.1+E484K,IE,"2021-48",32523,703
A.27,IE,"2021-48",32523,703
A.28,IE,"2021-48",32523,703
Alpha,IE,"2021-48",130092,703
AT.1,IE,"2021-48",32523,703
AV.1,IE,"2021-48",32523,703
B.1.1.318,IE,"2021-48",32523,703
B.1.1.519,IE,"2021-48",32523,703
B.1.214.2,IE,"2021-48",32523,703
B.1.526,IE,"2021-48",32523,703
B.1.616,IE,"2021-48",32523,703
B.1.617.3,IE,"2021-48",32523,703
B.1.620,IE,"2021-48",32523,703
B.1.640,IE,"2021-48",32523,703
Beta,IE,"2021-48",97569,703
C.1.2,IE,"2021-48",32523,703
C.16,IE,"2021-48",32523,703
C.36+L452R,IE,"2021-48",32523,703
Delta,IE,"2021-48",260184,703
Epsilon,IE,"2021-48",32523,703
Eta,IE,"2021-48",32523,703
Gamma,IE,"2021-48",65046,703
Kappa,IE,"2021-48",32523,703
Lambda,IE,"2021-48",32523,703
Mu,IE,"2021-48",32523,703
Omicron,IE,"2021-48",227661,703
Other,IE,"2021-48",32523,703
Theta,IE,"2021-48",32523,703
UNK,IE,"2021-48",32523,703
XD,IE,"2021-48",32523,703
XF,IE,"2021-48",32523,703
Zeta,IE,"2021-48",32523,703
A.23.1+E484K,IE,"2021-49",31183,724
A.27,IE,"2021-49",31183,724
A.28,IE,"2021-49",31183,724
Alpha,IE,"2021-49",155915,724
AT.1,IE,"2021-49",31183,724
AV.1,IE,"2021-49",31183,724
B.1.1.318,IE,"2021-49",31183,724
B.1.1.519,IE,"2021-49",31183,724
B.1.214.2,IE,"2021-49",31183,724
B.1.526,IE,"2021-49",31183,724
B.1.616,IE,"2021-49",31183,724
B.1.617.3,IE,"2021-49",31183,724
B.1.620,IE,"2021-49",31183,724
B.1.640,IE,"2021-49",31183,724
Beta,IE,"2021-49",93549,724
C.1.2,IE,"2021-49",31183,724
C.16,IE,"2021-49",31183,724
C.36+L452R,IE,"2021-49",31183,724
Delta,IE,"2021-49",249464,724
Epsilon,IE,"2021-49",31183,724
Eta,IE,"2021-49",31183,724
Gamma,IE,"2021-49",62366,724
Kappa,IE,"2021-49",31183,724
Lambda,IE,"2021-49",31183,724
Mu,IE,"2021-49",31183,724
Omicron,IE,"2021-49",218281,724
Other,IE,"2021-49",31183,724
Theta,IE,"2021-49",31183,724
UNK,IE,"2021-49",31183,724
XD,IE,"2021-49",31183,724
XF,IE,"2021-49",31183,724
Zeta,IE,"2021-49",31183,724
A.23.1+E484K,IE,"2021-50",33116,690
A.27,IE,"2021-50",33116,690
A.28,IE,"2021-50",33116,690
Alpha,IE,"2021-50",132464,690
AT.1,IE,"2021-50",33116,690
AV.1,IE,"2021-50",33116,690
B.1.1.318,IE,"2021-50",33116,690
B.1.1.519,IE,"2021-50",33116,690
B.1.214.2,IE,"2021-50",33116,690
B.1.526,IE,"2021-50",33116,690
B.1.616,IE,"2021-50",33116,690
B.1.617.3,IE,"2021-50",33116,690
B.1.620,IE,"2021-50",33116,690
B.1.640,IE,"2021-50",33116,690
Beta,IE,"2021-50",99348,690
C.1.2,IE,"2021-50",33116,690
C.16,IE,"2021-50",33116,690
C.36+L452R,IE,"2021-50",33116,690
Delta,IE,"2021-50",264928,690
Epsilon,IE,"2021-50",33116,690
Eta,IE,"2021-50",33116,690
Gamma,IE,"2021-50",66232,690
Kappa,IE,"2021-50",33116,690
Lambda,IE,"2021-50",33116,690
Mu,IE,"2021-50",33116,690
Omicron,IE,"2021-50",231812,690
Other,IE,"2021-50",33116,690
Theta,IE,"2021-50",33116,690
UNK,IE,"2021-50",33116,690
XD,IE,"2021-50",33116,690
XF,IE,"2021-50",33116,690
Zeta,IE,"2021-50",33116,690
A.23.1+E484K,IE,"2021-51",36238,748
A.27,IE,"2021-51",36238,748
A.28,IE,"2021-51",36238,748
Alpha,IE,"2021-51",144952,748
AT.1,IE,"2021-51",36238,748
AV.1,IE,"2021-51",36238,748
B.1.1.318,IE,"2021-51",36238,748
B.1.1.519,IE,"2021-51",36238,748
B.1.214.2,IE,"2021-51",36238,748
B.1.526,IE,"2021-51",36238,748
B.1.616,IE,"2021-51",36238,748
B.1.617.3,IE,"2021-51",36238,748
B.1.620,IE,"2021-51",36238,748
B.1.640,IE,"2021-51",36238,748
Beta,IE,"2021-51",108714,748
C.1.2,IE,"2021-51",36238,748
C.16,IE,"2021-51",36238,748
C.36+L452R,IE,"2021-51",36238,748
Delta,IE,"2021-51",289904,748
Epsilon,IE,"2021-51",36238,748
Eta,IE,"2021-51",36238,748
Gamma,IE,"2021-51",72476,748
Kappa,IE,"2021-51",36238,748
Lambda,IE,"2021-51",36238,748
Mu,IE,"2021-51",36238,748
Omicron,IE,"2021-51",253666,748
Other,IE,"2021-51",36238,748
Theta,IE,"2021-51",36238,748
UNK,IE,"2021-51",36238,748
XD,IE,"2021-51",36238,748
XF,IE,"2021-51",36238,748
Zeta,IE,"2021-51",36238,748
A.23.1+E484K,IE,"2021-52",74884,687
A.27,IE,"2021-52",74884,687
A.28,IE,"2021-52",74884,687
Alpha,IE,"2021-52",299536,687
AT.1,IE,"2021-52",74884,687
AV.1,IE,"2021-52",74884,687
B.1.1.318,IE,"2021-52",74884,687
B.1.1.519,IE,"2021-52",74884,687
B.1.214.2,IE,"2021-52",74884,687
B.1.526,IE,"2021-52",74884,687
B.1.616,IE,"2021-52",74884,687
B.1.617.3,IE,"2021-52",74884,687
B.1.620,IE,"2021-52",74884,687
B.1.640,IE,"2021-52",74884,687
Beta,IE,"2021-52",224652,687
C.1.2,IE,"2021-52",74884,687
C.16,IE,"2021-52",74884,687
C.36+L452R,IE,"2021-52",74884,687
Delta,IE,"2021-52",599072,687
Epsilon,IE,"2021-52",74884,687
Eta,IE,"2021-52",74884,687
Gamma,IE,"2021-52",149768,687
Kappa,IE,"2021-52",74884,687
Lambda,IE,"2021-52",74884,687
Mu,IE,"2021-52",74884,687
Omicron,IE,"2021-52",524188,687
Other,IE,"2021-52",74884,687
Theta,IE,"2021-52",74884,687
UNK,IE,"2021-52",74884,687
XD,IE,"2021-52",74884,687
XF,IE,"2021-52",74884,687
Zeta,IE,"2021-52",74884,687
A.23.1+E484K,IE,"2022-01",87871,745
A.27,IE,"2022-01",87871,745
A.28,IE,"2022-01",87871,745
Alpha,IE,"2022-01",351484,745
AT.1,IE,"2022-01",87871,745
AV.1,IE,"2022-01",87871,745
B.1.1.318,IE,"2022-01",87871,745
B.1.1.519,IE,"2022-01",87871,745
B.1.214.2,IE,"2022-01",87871,745
B.1.526,IE,"2022-01",87871,745
B.1.616,IE,"2022-01",87871,745
B.1.617.3,IE,"2022-01",87871,745
B.1.620,IE,"2022-01",87871,745
B.1.640,IE,"2022-01",87871,745
Beta,IE,"2022-01",263613,745
C.1.2,IE,"2022-01",87871,745
C.16,IE,"2022-01",87871,745
C.36+L452R,IE,"2022-01",87871,745
Delta,IE,"2022-01",702968,745
Epsilon,IE,"2022-01",87871,745
Eta,IE,"2022-01",87871,745
Gamma,IE,"2022-01",175742,745
Kappa,IE,"2022-01",87871,745
Lambda,IE,"2022-01",87871,745
Mu,IE,"2022-01",87871,745
Omicron,IE,"2022-01",615097,745
Other,IE,"2022-01",87871,745
Theta,IE,"2022-01",87871,745
UNK,IE,"2022-01",87871,745
XD,IE,"2022-01",87871,745
XF,IE,"2022-01",87871,745
Zeta,IE,"2022-01",87871,745
A.23.1+E484K,IE,"2022-02",89244,662
A.27,IE,"2022-02",89244,662
A.28,IE,"2022-02",89244,662
Alpha,IE,"2022-02",356976,662
AT.1,IE,"2022-02",89244,662
AV.1,IE,"2022-02",89244,662
B.1.1.318,IE,"2022-02",89244,662
B.1.1.519,IE,"2022-02",89244,662
B.1.214.2,IE,"2022-02",89244,662
B.1.526,IE,"2022-02",89244,662
B.1.616,IE,"2022-02",89244,662
B.1.617.3,IE,"2022-02",89244,662
B.1.620,IE,"2022-02",89244,662
B.1.640,IE,"2022-02",89244,662
Beta,IE,"2022-02",267732,662
C.1.2,IE,"2022-02",89244,662
C.16,IE,"2022-02",89244,662
C.36+L452R,IE,"2022-02",89244,662
Delta,IE,"2022-02",713952,662
Epsilon,IE,"2022-02",89244,662
Eta,IE,"2022-02",89244,662
Gamma,IE,"2022-02",178488,662
Kappa,IE,"2022-02",89244,662
Lambda,IE,"2022-02",89244,662
Mu,IE,"2022-02",89244,662
Omicron,IE,"2022-02",624708,662
Other,IE,"2022-02",89244,662
Theta,IE,"2022-02",89244,662
UNK,IE,"2022-02",89244,662
XD,IE,"2022-02",89244,662
XF,IE,"2022-02",89244,662
Zeta,IE,"2022-02",89244,662
A.23.1+E484K,IE,"2022-03",101360,737
A.27,IE,"2022-03",101360,737
A.28,IE,"2022-03",101360,737
Alpha,IE,"2022-03",405440,737
AT.1,IE,"2022-03",101360,737
AV.1,IE,"2022-03",101360,737
B.1.1.318,IE,"2022-03",101360,737
B.1.1.519,IE,"2022-03",101360,737
B.1.214.2,IE,"2022-03",101360,737
B.1.526,IE,"2022-03",101360,737
B.1.616,IE,"2022-03",101360,737
B.1.617.3,IE,"2022-03",101360,737
B.1.620,IE,"2022-03",101360,737
B.1.640,IE,"2022-03",101360,737
Beta,IE,"2022-03",304080,737
C.1.2,IE,"2022-03",101360,737
C.16,IE,"2022-03",101360,737
C.36+L452R,IE,"2022-03",101360,737
Delta,IE,"2022-03",709520,737
Epsilon,IE,"2022-03",101360,737
Eta,IE,"2022-03",101360,737
Gamma,IE,"2022-03",202720,737
Kappa,IE,"2022-03",101360,737
Lambda,IE,"2022-03",101360,737
Mu,IE,"2022-03",101360,737
Omicron,IE,"2022-03",709520,737
Other,IE,"2022-03",101360,737
Theta,IE,"2022-03",101360,737
UNK,IE,"2022-03",101360,737
XD,IE,"2022-03",101360,737
XF,IE,"2022-03",101360,737
Zeta,IE,"2022-03",101360,737
A.23.1+E484K,IE,"2022-04",121130,694
A.27,IE,"2022-04",121130,694
A.28,IE,"2022-04",121130,694
Alpha,IE,"2022-04",484520,694
AT.1,IE,"2022-04",121130,694
AV.1,IE,"2022-04",121130,694
B.1.1.318,IE,"2022-04",121130,694
B.1.1.519,IE,"2022-04",121130,694
B.1.214.2,IE,"2022-04",121130,694
B.1.526,IE,"2022-04",121130,694
B.1.616,IE,"2022-04",121130,694
B.1.617.3,IE,"2022-04",121130,694
B.1.620,IE,"2022-04",121130,694
B.1.640,IE,"2022-04",121130,694
Beta,IE,"2022-04",363390,694
C.1.2,IE,"2022-04",121130,694
C.16,IE,"2022-04",121130,694
C.36+L452R,IE,"2022-04",121130,694
Delta,IE,"2022-04",847910,694
Epsilon,IE,"2022-04",121130,694
Eta,IE,"2022-04",121130,694
Gamma,IE,"2022-04",242260,694
Kappa,IE,"2022-04",121130,694
Lambda,IE,"2022-04",121130,694
Mu,IE,"2022-04",121130,694
Omicron,IE,"2022-04",847910,694
Other,IE,"2022-04",121130,694
Theta,IE,"2022-04",121130,694
UNK,IE,"2022-04",121130,694
XD,IE,"2022-04",121130,694
XF,IE,"2022-04",121130,694
Zeta,IE,"2022-04",121130,694
A.23.1+E484K,IE,"2022-05",38814,703
A.27,IE,"2022-05",38814,703
A.28,IE,"2022-05",38814,703
Alpha,IE,"2022-05",155256,703
AT.1,IE,"2022-05",38814,703
AV.1,IE,"2022-05",38814,703
B.1.1.318,IE,"2022-05",38814,703
B.1.1.519,IE,"2022-05",38814,703
B.1.214.2,IE,"2022-05",38814,703
B.1.526,IE,"2022-05",38814,703
B.1.616,IE,"2022-05",38814,703
B.1.617.3,IE,"2022-05",38814,703
B.1.620,IE,"2022-05",38814,703
B.1.640,IE,"2022-05",38814,703
Beta,IE,"2022-05",116442,703
C.1.2,IE,"2022-05",38814,703
C.16,IE,"2022-05",38814,703
C.36+L452R,IE,"2022-05",38814,703
Delta,IE,"2022-05",271698,703
Epsilon,IE,"2022-05",38814,703
Eta,IE,"2022-05",38814,703
Gamma,IE,"2022-05",77628,703
Kappa,IE,"2022-05",38814,703
Lambda,IE,"2022-05",38814,703
Mu,IE,"2022-05",38814,703
Omicron,IE,"2022-05",271698,703
Other,IE,"2022-05",38814,703
Theta,IE,"2022-05",38814,703
UNK,IE,"2022-05",38814,703
XD,IE,"2022-05",38814,703
XF,IE,"2022-05",38814,703
Zeta,IE,"2022-05",38814,703
A.23.1+E484K,IE,"2022-06",35089,689
A.27,IE,"2022-06",35089,689
A.28,IE,"2022-06",35089,689
Alpha,IE,"2022-06",140356,689
AT.1,IE,"2022-06",35089,689
AV.1,IE,"2022-06",35089,689
B.1.1.318,IE,"2022-06",35089,689
B.1.1.519,IE,"2022-06",35089,689
B.1.214.2,IE,"2022-06",35089,689
B.1.526,IE,"2022-06",35089,689
B.1.616,IE,"2022-06",35089,689
B.1.617.3,IE,"2022-06",35089,689
B.1.620,IE,"2022-06",35089,689
B.1.640,IE,"2022-06",35089,689
Beta,IE,"2022-06",105267,689
C.1.2,IE,"2022-06",35089,689
C.16,IE,"2022-06",35089,689
C.36+L452R,IE,"2022-06",35089,689
Delta,IE,"2022-06",210534,689
Epsilon,IE,"2022-06",35089,689
Eta,IE,"2022-06",35089,689
Gamma,IE,"2022-06",70178,689
Kappa,IE,"2022-06",35089,689
Lambda,IE,"2022-06",35089,689
Mu,IE,"2022-06",35089,689
Omicron,IE,"2022-06",245623,689
Other,IE,"2022-06",70178,689
Theta,IE,"2022-06",35089,689
UNK,IE,"2022-06",35089,689
XD,IE,"2022-06",35089,689
XF,IE,"2022-06",35089,689
Zeta,IE,"2022-06",35089,689
A.23.1+E484K,IE,"2022-07",30935,687
A.27,IE,"2022-07",30935,687
A.28,IE,"2022-07",30935,687
Alpha,IE,"2022-07",123740,687
AT.1,IE,"2022-07",30935,687
AV.1,IE,"2022-07",30935,687
B.1.1.318,IE,"2022-07",30935,687
B.1.1.519,IE,"2022-07",30935,687
B.1.214.2,IE,"2022-07",30935,687
B.1.526,IE,"2022-07",30935,687
B.1.616,IE,"2022-07",30935,687
B.1.617.3,IE,"2022-07",30935,687
B.1.620,IE,"2022-07",30935,687
B.1.640,IE,"2022-07",30935,687
Beta,IE,"2022-07",92805,687
C.1.2,IE,"2022-07",30935,687
C.16,IE,"2022-07",30935,687
C.36+L452R,IE,"2022-07",30935,687
Delta,IE,"2022-07",216545,687
Epsilon,IE,"2022-07",30935,687
Eta,IE,"2022-07",30935,687
Gamma,IE,"2022-07",61870,687
Kappa,IE,"2022-07",30935,687
Lambda,IE,"2022-07",30935,687
Mu,IE,"2022-07",30935,687
Omicron,IE,"2022-07",216545,687
Other,IE,"2022-07",30935,687
Theta,IE,"2022-07",30935,687
UNK,IE,"2022-07",30935,687
XD,IE,"2022-07",30935,687
XF,IE,"2022-07",30935,687
Zeta,IE,"2022-07",30935,687
A.23.1+E484K,IE,"2022-08",23772,697
A.27,IE,"2022-08",23772,697
A.28,IE,"2022-08",23772,697
Alpha,IE,"2022-08",95088,697
AT.1,IE,"2022-08",23772,697
AV.1,IE,"2022-08",23772,697
B.1.1.318,IE,"2022-08",23772,697
B.1.1.519,IE,"2022-08",23772,697
B.1.214.2,IE,"2022-08",23772,697
B.1.526,IE,"2022-08",23772,697
B.1.616,IE,"2022-08",23772,697
B.1.617.3,IE,"2022-08",23772,697
B.1.620,IE,"2022-08",23772,697
B.1.640,IE,"2022-08",23772,697
Beta,IE,"2022-08",71316,697
C.1.2,IE,"2022-08",23772,697
C.16,IE,"2022-08",23772,697
C.36+L452R,IE,"2022-08",23772,697
Delta,IE,"2022-08",142632,697
Epsilon,IE,"2022-08",23772,697
Eta,IE,"2022-08",23772,697
Gamma,IE,"2022-08",47544,697
Kappa,IE,"2022-08",23772,697
Lambda,IE,"2022-08",23772,697
Mu,IE,"2022-08",23772,697
Omicron,IE,"2022-08",166404,697
Other,IE,"2022-08",23772,697
Theta,IE,"2022-08",23772,697
UNK,IE,"2022-08",23772,697
XD,IE,"2022-08",23772,697
XF,IE,"2022-08",23772,697
Zeta,IE,"2022-08",23772,697
A.23.1+E484K,IE,"2022-09",22243,678
A.27,IE,"2022-09",22243,678
A.28,IE,"2022-09",22243,678
Alpha,IE,"2022-09",88972,678
AT.1,IE,"2022-09",22243,678
AV.1,IE,"2022-09",22243,678
B.1.1.318,IE,"2022-09",22243,678
B.1.1.519,IE,"2022-09",22243,678
B.1.214.2,IE,"2022-09",22243,678
B.1.526,IE,"2022-09",22243,678
B.1.616,IE,"2022-09",22243,678
B.1.617.3,IE,"2022-09",22243,678
B.1.620,IE,"2022-09",22243,678
B.1.640,IE,"2022-09",22243,678
Beta,IE,"2022-09",66729,678
C.1.2,IE,"2022-09",22243,678
C.16,IE,"2022-09",22243,678
C.36+L452R,IE,"2022-09",22243,678
Delta,IE,"2022-09",133458,678
Epsilon,IE,"2022-09",22243,678
Eta,IE,"2022-09",22243,678
Gamma,IE,"2022-09",44486,678
Kappa,IE,"2022-09",22243,678
Lambda,IE,"2022-09",22243,678
Mu,IE,"2022-09",22243,678
Omicron,IE,"2022-09",155701,678
Other,IE,"2022-09",22243,678
Theta,IE,"2022-09",22243,678
UNK,IE,"2022-09",22243,678
XD,IE,"2022-09",22243,678
XF,IE,"2022-09",22243,678
Zeta,IE,"2022-09",22243,678
A.23.1+E484K,IE,"2022-10",31334,698
A.27,IE,"2022-10",31334,698
A.28,IE,"2022-10",31334,698
Alpha,IE,"2022-10",125336,698
AT.1,IE,"2022-10",31334,698
AV.1,IE,"2022-10",31334,698
B.1.1.318,IE,"2022-10",31334,698
B.1.1.519,IE,"2022-10",31334,698
B.1.214.2,IE,"2022-10",31334,698
B.1.526,IE,"2022-10",31334,698
B.1.616,IE,"2022-10",31334,698
B.1.617.3,IE,"2022-10",31334,698
B.1.620,IE,"2022-10",31334,698
B.1.640,IE,"2022-10",31334,698
Beta,IE,"2022-10",94002,698
C.1.2,IE,"2022-10",31334,698
C.16,IE,"2022-10",31334,698
C.36+L452R,IE,"2022-10",31334,698
Delta,IE,"2022-10",219338,698
Epsilon,IE,"2022-10",31334,698
Eta,IE,"2022-10",31334,698
Gamma,IE,"2022-10",62668,698
Kappa,IE,"2022-10",31334,698
Lambda,IE,"2022-10",31334,698
Mu,IE,"2022-10",31334,698
Omicron,IE,"2022-10",219338,698
Other,IE,"2022-10",31334,698
Theta,IE,"2022-10",31334,698
UNK,IE,"2022-10",31334,698
XD,IE,"2022-10",31334,698
XF,IE,"2022-10",31334,698
Zeta,IE,"2022-10",31334,698
A.23.1+E484K,IE,"2022-11",36451,652
A.27,IE,"2022-11",36451,652
A.28,IE,"2022-11",36451,652
Alpha,IE,"2022-11",145804,652
AT.1,IE,"2022-11",36451,652
AV.1,IE,"2022-11",36451,652
B.1.1.318,IE,"2022-11",36451,652
B.1.1.519,IE,"2022-11",36451,652
B.1.214.2,IE,"2022-11",36451,652
B.1.526,IE,"2022-11",36451,652
B.1.616,IE,"2022-11",36451,652
B.1.617.3,IE,"2022-11",36451,652
B.1.620,IE,"2022-11",36451,652
B.1.640,IE,"2022-11",36451,652
Beta,IE,"2022-11",109353,652
C.1.2,IE,"2022-11",36451,652
C.16,IE,"2022-11",36451,652
C.36+L452R,IE,"2022-11",36451,652
Delta,IE,"2022-11",218706,652
Epsilon,IE,"2022-11",36451,652
Eta,IE,"2022-11",36451,652
Gamma,IE,"2022-11",72902,652
Kappa,IE,"2022-11",36451,652
Lambda,IE,"2022-11",36451,652
Mu,IE,"2022-11",36451,652
Omicron,IE,"2022-11",255157,652
Other,IE,"2022-11",72902,652
Theta,IE,"2022-11",36451,652
UNK,IE,"2022-11",36451,652
XD,IE,"2022-11",36451,652
XF,IE,"2022-11",36451,652
Zeta,IE,"2022-11",36451,652
A.23.1+E484K,IE,"2022-12",52936,682
A.27,IE,"2022-12",52936,682
A.28,IE,"2022-12",52936,682
Alpha,IE,"2022-12",211744,682
AT.1,IE,"2022-12",52936,682
AV.1,IE,"2022-12",52936,682
B.1.1.318,IE,"2022-12",52936,682
B.1.1.519,IE,"2022-12",52936,682
B.1.214.2,IE,"2022-12",52936,682
B.1.526,IE,"2022-12",52936,682
B.1.616,IE,"2022-12",52936,682
B.1.617.3,IE,"2022-12",52936,682
B.1.620,IE,"2022-12",52936,682
B.1.640,IE,"2022-12",52936,682
Beta,IE,"2022-12",158808,682
C.1.2,IE,"2022-12",52936,682
C.16,IE,"2022-12",52936,682
C.36+L452R,IE,"2022-12",52936,682
Delta,IE,"2022-12",370552,682
Epsilon,IE,"2022-12",52936,682
Eta,IE,"2022-12",52936,682
Gamma,IE,"2022-12",105872,682
Kappa,IE,"2022-12",52936,682
Lambda,IE,"2022-12",52936,682
Mu,IE,"2022-12",52936,682
Omicron,IE,"2022-12",370552,682
Other,IE,"2022-12",105872,682
Theta,IE,"2022-12",52936,682
UNK,IE,"2022-12",52936,682
XD,IE,"2022-12",52936,682
XF,IE,"2022-12",52936,682
Zeta,IE,"2022-12",52936,682
A.23.1+E484K,IE,"2022-13",31544,668
A.27,IE,"2022-13",31544,668
A.28,IE,"2022-13",31544,668
Alpha,IE,"2022-13",126176,668
AT.1,IE,"2022-13",31544,668
AV.1,IE,"2022-13",31544,668
B.1.1.318,IE,"2022-13",31544,668
B.1.1.519,IE,"2022-13",31544,668
B.1.214.2,IE,"2022-13",31544,668
B.1.526,IE,"2022-13",31544,668
B.1.616,IE,"2022-13",31544,668
B.1.617.3,IE,"2022-13",31544,668
B.1.620,IE,"2022-13",31544,668
B.1.640,IE,"2022-13",31544,668
Beta,IE,"2022-13",94632,668
C.1.2,IE,"2022-13",31544,668
C.16,IE,"2022-13",31544,668
C.36+L452R,IE,"2022-13",31544,668
Delta,IE,"2022-13",189264,668
Epsilon,IE,"2022-13",31544,668
Eta,IE,"2022-13",31544,668
Gamma,IE,"2022-13",63088,668
Kappa,IE,"2022-13",31544,668
Lambda,IE,"2022-13",31544,668
Mu,IE,"2022-13",31544,668
Omicron,IE,"2022-13",220808,668
Other,IE,"2022-13",31544,668
Theta,IE,"2022-13",31544,668
UNK,IE,"2022-13",31544,668
XD,IE,"2022-13",31544,668
XF,IE,"2022-13",31544,668
Zeta,IE,"2022-13",31544,668
A.23.1+E484K,IE,"2022-14",18710,724
A.27,IE,"2022-14",18710,724
A.28,IE,"2022-14",18710,724
Alpha,IE,"2022-14",74840,724
AT.1,IE,"2022-14",18710,724
AV.1,IE,"2022-14",18710,724
B.1.1.318,IE,"2022-14",18710,724
B.1.1.519,IE,"2022-14",18710,724
B.1.214.2,IE,"2022-14",18710,724
B.1.526,IE,"2022-14",18710,724
B.1.616,IE,"2022-14",18710,724
B.1.617.3,IE,"2022-14",18710,724
B.1.620,IE,"2022-14",18710,724
B.1.640,IE,"2022-14",18710,724
Beta,IE,"2022-14",56130,724
C.1.2,IE,"2022-14",18710,724
C.16,IE,"2022-14",18710,724
C.36+L452R,IE,"2022-14",18710,724
Delta,IE,"2022-14",112260,724
Epsilon,IE,"2022-14",18710,724
Eta,IE,"2022-14",18710,724
Gamma,IE,"2022-14",37420,724
Kappa,IE,"2022-14",18710,724
Lambda,IE,"2022-14",18710,724
Mu,IE,"2022-14",18710,724
Omicron,IE,"2022-14",130970,724
Other,IE,"2022-14",37420,724
Theta,IE,"2022-14",18710,724
UNK,IE,"2022-14",18710,724
XD,IE,"2022-14",18710,724
XF,IE,"2022-14",18710,724
Zeta,IE,"2022-14",18710,724
A.23.1+E484K,IE,"2022-15",11741,765
A.27,IE,"2022-15",11741,765
A.28,IE,"2022-15",11741,765
Alpha,IE,"2022-15",46964,765
AT.1,IE,"2022-15",11741,765
AV.1,IE,"2022-15",11741,765
B.1.1.318,IE,"2022-15",11741,765
B.1.1.519,IE,"2022-15",11741,765
B.1.214.2,IE,"2022-15",11741,765
B.1.526,IE,"2022-15",11741,765
B.1.616,IE,"2022-15",11741,765
B.1.617.3,IE,"2022-15",11741,765
B.1.620,IE,"2022-15",11741,765
B.1.640,IE,"2022-15",11741,765
Beta,IE,"2022-15",35223,765
C.1.2,IE,"2022-15",11741,765
C.16,IE,"2022-15",11741,765
C.36+L452R,IE,"2022-15",11741,765
Delta,IE,"2022-15",70446,765
Epsilon,IE,"2022-15",11741,765
Eta,IE,"2022-15",11741,765
Gamma,IE,"2022-15",23482,765
Kappa,IE,"2022-15",11741,765
Lambda,IE,"2022-15",11741,765
Mu,IE,"2022-15",11741,765
Omicron,IE,"2022-15",82187,765
Other,IE,"2022-15",11741,765
Theta,IE,"2022-15",11741,765
UNK,IE,"2022-15",11741,765
XD,IE,"2022-15",11741,765
XF,IE,"2022-15",11741,765
Zeta,IE,"2022-15",11741,765
A.23.1+E484K,IE,"2022-16",8076,682
A.27,IE,"2022-16",8076,682
A.28,IE,"2022-16",8076,682
Alpha,IE,"2022-16",32304,682
AT.1,IE,"2022-16",8076,682
AV.1,IE,"2022-16",8076,682
B.1.1.318,IE,"2022-16",8076,682
B.1.1.519,IE,"2022-16",8076,682
B.1.214.2,IE,"2022-16",8076,682
B.1.526,IE,"2022-16",8076,682
B.1.616,IE,"2022-16",8076,682
B.1.617.3,IE,"2022-16",8076,682
B.1.620,IE,"2022-16",8076,682
B.1.640,IE,"2022-16",8076,682
Beta,IE,"2022-16",24228,682
C.1.2,IE,"2022-16",8076,682
C.16,IE,"2022-16",8076,682
C.36+L452R,IE,"2022-16",8076,682
Delta,IE,"2022-16",48456,682
Epsilon,IE,"2022-16",8076,682
Eta,IE,"2022-16",8076,682
Gamma,IE,"2022-16",16152,682
Kappa,IE,"2022-16",8076,682
