country,country_code,year_week,number_deaths
AL,Albania,2020-01,488
AL,Albania,2020-02,536
AL,Albania,2020-03,462
AL,Albania,2020-04,504
AL,Albania,2020-05,482
AL,Albania,2020-06,473
AL,Albania,2020-07,505
AL,Albania,2020-08,466
AL,Albania,2020-09,511
AL,Albania,2020-10,467
AL,Albania,2020-11,441
AL,Albania,2020-12,414
AL,Albania,2020-13,458
AL,Albania,2020-14,453
AL,Albania,2020-15,459
AL,Albania,2020-16,378
AL,Albania,2020-17,410
AL,Albania,2020-18,431
AL,Albania,2020-19,433
AL,Albania,2020-20,425
AL,Albania,2020-21,403
AL,Albania,2020-22,354
AL,Albania,2020-23,364
AL,Albania,2020-24,387
AL,Albania,2020-25,409
AL,Albania,2020-26,475
AL,Albania,2020-27,530
AL,Albania,2020-28,458
AL,Albania,2020-29,454
AL,Albania,2020-30,464
AL,Albania,2020-31,583
AL,Albania,2020-32,564
AL,Albania,2020-33,578
AL,Albania,2020-34,548
AL,Albania,2020-35,528
AL,Albania,2020-36,461
AL,Albania,2020-37,475
AL,Albania,2020-38,481
AL,Albania,2020-39,463
AL,Albania,2020-40,434
AL,Albania,2020-41,505
AL,Albania,2020-42,528
AL,Albania,2020-43,569
AL,Albania,2020-44,661
AL,Albania,2020-45,790
AL,Albania,2020-46,925
AL,Albania,2020-47,956
AL,Albania,2020-48,925
AL,Albania,2020-49,988
AL,Albania,2020-50,838
AL,Albania,2020-51,768
AL,Albania,2020-52,605
AL,Albania,2020-53,347
AL,Albania,2021-01,663
AL,Albania,2021-02,619
AL,Albania,2021-03,697
AL,Albania,2021-04,737
AL,Albania,2021-05,810
AL,Albania,2021-06,887
AL,Albania,2021-07,1048
AL,Albania,2021-08,993
AL,Albania,2021-09,896
AL,Albania,2021-10,803
AL,Albania,2021-11,700
AL,Albania,2021-12,487
AL,Albania,2021-13,629
AL,Albania,2021-14,600
AL,Albania,2021-15,560
AL,Albania,2021-16,536
AL,Albania,2021-17,526
AL,Albania,2021-18,445
AL,Albania,2021-19,425
AL,Albania,2021-20,400
AL,Albania,2021-21,399
AL,Albania,2021-22,406
AL,Albania,2021-23,384
AL,Albania,2021-24,381
AL,Albania,2021-25,470
AL,Albania,2021-26,460
AL,Albania,2021-27,437
AL,Albania,2021-28,397
AL,Albania,2021-29,342
AL,Albania,2021-30,431
AL,Albania,2021-31,453
AL,Albania,2021-32,474
AL,Albania,2021-33,489
AL,Albania,2021-34,454
AL,Albania,2021-35,470
AL,Albania,2021-36,556
AL,Albania,2021-37,622
AL,Albania,2021-38,0
AL,Albania,2021-39,0
AL,Albania,2021-40,0
AL,Albania,2021-41,0
AL,Albania,2021-42,0
AL,Albania,2021-43,0
AL,Albania,2021-44,0
AL,Albania,2021-45,0
AL,Albania,2021-46,0
AL,Albania,2021-47,0
AL,Albania,2021-48,0
AL,Albania,2021-49,0
AL,Albania,2021-50,0
AL,Albania,2021-51,0
AL,Albania,2021-52,0
AL,Albania,2021-99,0
AL,Albania,2022-01,0
AL,Albania,2022-02,0
AL,Albania,2022-03,0
AL,Albania,2022-04,0
AL,Albania,2022-05,0
AL,Albania,2022-06,0
AL,Albania,2022-07,0
AL,Albania,2022-08,0
AL,Albania,2022-09,0
AL,Albania,2022-10,0
AL,Albania,2022-11,0
AL,Albania,2022-12,0
AL,Albania,2022-13,0
AL,Albania,2022-14,0
AL,Albania,2022-15,0
AL,Albania,2022-16,0
AL,Albania,2022-17,0
AL,Albania,2022-18,0
AL,Albania,2022-19,0
AL,Albania,2022-20,0
AL,Albania,2022-21,0
AT,Austria,2020-01,1614
AT,Austria,2020-02,1702
AT,Austria,2020-03,1797
AT,Austria,2020-04,1779
AT,Austria,2020-05,1947
AT,Austria,2020-06,1682
AT,Austria,2020-07,1721
AT,Austria,2020-08,1719
AT,Austria,2020-09,1768
AT,Austria,2020-10,1744
AT,Austria,2020-11,1718
AT,Austria,2020-12,1836
AT,Austria,2020-13,1765
AT,Austria,2020-14,1828
AT,Austria,2020-15,1793
AT,Austria,2020-16,1704
AT,Austria,2020-17,1588
AT,Austria,2020-18,1480
AT,Austria,2020-19,1520
AT,Austria,2020-20,1489
AT,Austria,2020-21,1481
AT,Austria,2020-22,1418
AT,Austria,2020-23,1490
AT,Austria,2020-24,1461
AT,Austria,2020-25,1413
AT,Austria,2020-26,1438
AT,Austria,2020-27,1561
AT,Austria,2020-28,1383
AT,Austria,2020-29,1443
AT,Austria,2020-30,1452
AT,Austria,2020-31,1527
AT,Austria,2020-32,1433
AT,Austria,2020-33,1607
AT,Austria,2020-34,1477
AT,Austria,2020-35,1500
AT,Austria,2020-36,1523
AT,Austria,2020-37,1568
AT,Austria,2020-38,1569
AT,Austria,2020-39,1532
AT,Austria,2020-40,1587
AT,Austria,2020-41,1624
AT,Austria,2020-42,1619
AT,Austria,2020-43,1780
AT,Austria,2020-44,1896
AT,Austria,2020-45,2006
AT,Austria,2020-46,2287
AT,Austria,2020-47,2414
AT,Austria,2020-48,2442
AT,Austria,2020-49,2550
AT,Austria,2020-50,2479
AT,Austria,2020-51,2264
AT,Austria,2020-52,2131
AT,Austria,2020-53,2004
AT,Austria,2021-01,1962
AT,Austria,2021-02,1959
AT,Austria,2021-03,2009
AT,Austria,2021-04,1950
AT,Austria,2021-05,1868
AT,Austria,2021-06,1759
AT,Austria,2021-07,1722
AT,Austria,2021-08,1669
AT,Austria,2021-09,1590
AT,Austria,2021-10,1752
AT,Austria,2021-11,1694
AT,Austria,2021-12,1660
AT,Austria,2021-13,1778
AT,Austria,2021-14,1665
AT,Austria,2021-15,1698
AT,Austria,2021-16,1692
AT,Austria,2021-17,1700
AT,Austria,2021-18,1660
AT,Austria,2021-19,1607
AT,Austria,2021-20,1524
AT,Austria,2021-21,1492
AT,Austria,2021-22,1609
AT,Austria,2021-23,1565
AT,Austria,2021-24,1605
AT,Austria,2021-25,1655
AT,Austria,2021-26,1511
AT,Austria,2021-27,1471
AT,Austria,2021-28,1460
AT,Austria,2021-29,1584
AT,Austria,2021-30,1535
AT,Austria,2021-31,1461
AT,Austria,2021-32,1630
AT,Austria,2021-33,1624
AT,Austria,2021-34,1576
AT,Austria,2021-35,1555
AT,Austria,2021-36,1632
AT,Austria,2021-37,1584
AT,Austria,2021-38,1581
AT,Austria,2021-39,1676
AT,Austria,2021-40,1607
AT,Austria,2021-41,1636
AT,Austria,2021-42,1727
AT,Austria,2021-43,1896
AT,Austria,2021-44,1946
AT,Austria,2021-45,2063
AT,Austria,2021-46,2120
AT,Austria,2021-47,2158
AT,Austria,2021-48,2209
AT,Austria,2021-49,2133
AT,Austria,2021-50,1938
AT,Austria,2021-51,1854
AT,Austria,2021-52,1864
AT,Austria,2021-99,0
AT,Austria,2022-01,1755
AT,Austria,2022-02,1678
AT,Austria,2022-03,1816
AT,Austria,2022-04,1765
AT,Austria,2022-05,1791
AT,Austria,2022-06,1856
AT,Austria,2022-07,1915
AT,Austria,2022-08,1846
AT,Austria,2022-09,1957
AT,Austria,2022-10,1846
AT,Austria,2022-11,1916
AT,Austria,2022-12,1998
AT,Austria,2022-13,1953
AT,Austria,2022-14,1957
AT,Austria,2022-15,1805
AT,Austria,2022-16,1648
AT,Austria,2022-17,1675
AT,Austria,2022-18,0
AT,Austria,2022-19,0
AT,Austria,2022-20,0
AT,Austria,2022-21,0
BE,Bélgic,2020-01,2234
BE,Bélgic,2020-02,2388
BE,Bélgic,2020-03,2314
BE,Bélgic,2020-04,2204
BE,Bélgic,2020-05,2356
BE,Bélgic,2020-06,2169
BE,Bélgic,2020-07,2307
BE,Bélgic,2020-08,2301
BE,Bélgic,2020-09,2249
BE,Bélgic,2020-10,2212
BE,Bélgic,2020-11,2234
BE,Bélgic,2020-12,2554
BE,Bélgic,2020-13,3198
BE,Bélgic,2020-14,4021
BE,Bélgic,2020-15,4292
BE,Bélgic,2020-16,3703
BE,Bélgic,2020-17,3039
BE,Bélgic,2020-18,2429
BE,Bélgic,2020-19,2390
BE,Bélgic,2020-20,2042
BE,Bélgic,2020-21,2082
BE,Bélgic,2020-22,1983
BE,Bélgic,2020-23,1799
BE,Bélgic,2020-24,1899
BE,Bélgic,2020-25,1822
BE,Bélgic,2020-26,1968
BE,Bélgic,2020-27,1768
BE,Bélgic,2020-28,1682
BE,Bélgic,2020-29,1859
BE,Bélgic,2020-30,1810
BE,Bélgic,2020-31,1947
BE,Bélgic,2020-32,2046
BE,Bélgic,2020-33,2882
BE,Bélgic,2020-34,2215
BE,Bélgic,2020-35,1879
BE,Bélgic,2020-36,1891
BE,Bélgic,2020-37,1825
BE,Bélgic,2020-38,2004
BE,Bélgic,2020-39,1916
BE,Bélgic,2020-40,1920
BE,Bélgic,2020-41,2060
BE,Bélgic,2020-42,2157
BE,Bélgic,2020-43,2629
BE,Bélgic,2020-44,3282
BE,Bélgic,2020-45,3689
BE,Bélgic,2020-46,3432
BE,Bélgic,2020-47,3179
BE,Bélgic,2020-48,2893
BE,Bélgic,2020-49,2704
BE,Bélgic,2020-50,2780
BE,Bélgic,2020-51,2736
BE,Bélgic,2020-52,2617
BE,Bélgic,2020-53,2445
BE,Bélgic,2021-01,2481
BE,Bélgic,2021-02,2408
BE,Bélgic,2021-03,2443
BE,Bélgic,2021-04,2446
BE,Bélgic,2021-05,2283
BE,Bélgic,2021-06,2231
BE,Bélgic,2021-07,2322
BE,Bélgic,2021-08,2147
BE,Bélgic,2021-09,2021
BE,Bélgic,2021-10,2171
BE,Bélgic,2021-11,2108
BE,Bélgic,2021-12,2115
BE,Bélgic,2021-13,2230
BE,Bélgic,2021-14,2219
BE,Bélgic,2021-15,2173
BE,Bélgic,2021-16,2222
BE,Bélgic,2021-17,2211
BE,Bélgic,2021-18,2265
BE,Bélgic,2021-19,2079
BE,Bélgic,2021-20,2030
BE,Bélgic,2021-21,1997
BE,Bélgic,2021-22,1989
BE,Bélgic,2021-23,1881
BE,Bélgic,2021-24,1969
BE,Bélgic,2021-25,1781
BE,Bélgic,2021-26,1928
BE,Bélgic,2021-27,1825
BE,Bélgic,2021-28,1912
BE,Bélgic,2021-29,2003
BE,Bélgic,2021-30,1887
BE,Bélgic,2021-31,1880
BE,Bélgic,2021-32,1896
BE,Bélgic,2021-33,1840
BE,Bélgic,2021-34,1864
BE,Bélgic,2021-35,1959
BE,Bélgic,2021-36,2017
BE,Bélgic,2021-37,1899
BE,Bélgic,2021-38,1890
BE,Bélgic,2021-39,1946
BE,Bélgic,2021-40,2057
BE,Bélgic,2021-41,2226
BE,Bélgic,2021-42,2339
BE,Bélgic,2021-43,2331
BE,Bélgic,2021-44,2285
BE,Bélgic,2021-45,2384
BE,Bélgic,2021-46,2407
BE,Bélgic,2021-47,2492
BE,Bélgic,2021-48,2734
BE,Bélgic,2021-49,2610
BE,Bélgic,2021-50,2542
BE,Bélgic,2021-51,2435
BE,Bélgic,2021-52,2455
BE,Bélgic,2021-99,0
BE,Bélgic,2022-01,2351
BE,Bélgic,2022-02,2219
BE,Bélgic,2022-03,2364
BE,Bélgic,2022-04,2520
BE,Bélgic,2022-05,2632
BE,Bélgic,2022-06,2551
BE,Bélgic,2022-07,2444
BE,Bélgic,2022-08,2294
BE,Bélgic,2022-09,2159
BE,Bélgic,2022-10,2414
BE,Bélgic,2022-11,2385
BE,Bélgic,2022-12,2389
BE,Bélgic,2022-13,2497
BE,Bélgic,2022-14,2533
BE,Bélgic,2022-15,2422
BE,Bélgic,2022-16,2321
BE,Bélgic,2022-17,2183
BE,Bélgic,2022-18,2229
BE,Bélgic,2022-19,2006
BE,Bélgic,2022-20,0
BE,Bélgic,2022-21,0
BG,Bulgaria,2020-01,2091
BG,Bulgaria,2020-02,2262
BG,Bulgaria,2020-03,2166
BG,Bulgaria,2020-04,2375
BG,Bulgaria,2020-05,2414
BG,Bulgaria,2020-06,2328
BG,Bulgaria,2020-07,2286
BG,Bulgaria,2020-08,2142
BG,Bulgaria,2020-09,2152
BG,Bulgaria,2020-10,2011
BG,Bulgaria,2020-11,2000
BG,Bulgaria,2020-12,1970
BG,Bulgaria,2020-13,1999
BG,Bulgaria,2020-14,1951
BG,Bulgaria,2020-15,1920
BG,Bulgaria,2020-16,2024
BG,Bulgaria,2020-17,1981
BG,Bulgaria,2020-18,1891
BG,Bulgaria,2020-19,1913
BG,Bulgaria,2020-20,2087
BG,Bulgaria,2020-21,1898
BG,Bulgaria,2020-22,1799
BG,Bulgaria,2020-23,1922
BG,Bulgaria,2020-24,1951
BG,Bulgaria,2020-25,1930
BG,Bulgaria,2020-26,1904
BG,Bulgaria,2020-27,2138
BG,Bulgaria,2020-28,2043
BG,Bulgaria,2020-29,1846
BG,Bulgaria,2020-30,1987
BG,Bulgaria,2020-31,2161
BG,Bulgaria,2020-32,2059
BG,Bulgaria,2020-33,1975
BG,Bulgaria,2020-34,1911
BG,Bulgaria,2020-35,1937
BG,Bulgaria,2020-36,1946
BG,Bulgaria,2020-37,1912
BG,Bulgaria,2020-38,1849
BG,Bulgaria,2020-39,1844
BG,Bulgaria,2020-40,1986
BG,Bulgaria,2020-41,2084
BG,Bulgaria,2020-42,2157
BG,Bulgaria,2020-43,2372
BG,Bulgaria,2020-44,2732
BG,Bulgaria,2020-45,3236
BG,Bulgaria,2020-46,3948
BG,Bulgaria,2020-47,4407
BG,Bulgaria,2020-48,4739
BG,Bulgaria,2020-49,4753
BG,Bulgaria,2020-50,4370
BG,Bulgaria,2020-51,3945
BG,Bulgaria,2020-52,3242
BG,Bulgaria,2020-53,2968
BG,Bulgaria,2021-01,2628
BG,Bulgaria,2021-02,2489
BG,Bulgaria,2021-03,2525
BG,Bulgaria,2021-04,2464
BG,Bulgaria,2021-05,2388
BG,Bulgaria,2021-06,2371
BG,Bulgaria,2021-07,2494
BG,Bulgaria,2021-08,2589
BG,Bulgaria,2021-09,2755
BG,Bulgaria,2021-10,3020
BG,Bulgaria,2021-11,3391
BG,Bulgaria,2021-12,3686
BG,Bulgaria,2021-13,4044
BG,Bulgaria,2021-14,3787
BG,Bulgaria,2021-15,3738
BG,Bulgaria,2021-16,3437
BG,Bulgaria,2021-17,3139
BG,Bulgaria,2021-18,2801
BG,Bulgaria,2021-19,2552
BG,Bulgaria,2021-20,2362
BG,Bulgaria,2021-21,2184
BG,Bulgaria,2021-22,2098
BG,Bulgaria,2021-23,2054
BG,Bulgaria,2021-24,2030
BG,Bulgaria,2021-25,2291
BG,Bulgaria,2021-26,2139
BG,Bulgaria,2021-27,2099
BG,Bulgaria,2021-28,2091
BG,Bulgaria,2021-29,1936
BG,Bulgaria,2021-30,2104
BG,Bulgaria,2021-31,2242
BG,Bulgaria,2021-32,2243
BG,Bulgaria,2021-33,2085
BG,Bulgaria,2021-34,2348
BG,Bulgaria,2021-35,2479
BG,Bulgaria,2021-36,2658
BG,Bulgaria,2021-37,2900
BG,Bulgaria,2021-38,2776
BG,Bulgaria,2021-39,2842
BG,Bulgaria,2021-40,3073
BG,Bulgaria,2021-41,3403
BG,Bulgaria,2021-42,3841
BG,Bulgaria,2021-43,4049
BG,Bulgaria,2021-44,4171
BG,Bulgaria,2021-45,4092
BG,Bulgaria,2021-46,3987
BG,Bulgaria,2021-47,3657
BG,Bulgaria,2021-48,3491
BG,Bulgaria,2021-49,3310
BG,Bulgaria,2021-50,3132
BG,Bulgaria,2021-51,3100
BG,Bulgaria,2021-52,3070
BG,Bulgaria,2021-99,0
BG,Bulgaria,2022-01,3126
BG,Bulgaria,2022-02,3111
BG,Bulgaria,2022-03,3235
BG,Bulgaria,2022-04,3436
BG,Bulgaria,2022-05,3594
BG,Bulgaria,2022-06,3595
BG,Bulgaria,2022-07,3391
BG,Bulgaria,2022-08,2973
BG,Bulgaria,2022-09,2663
BG,Bulgaria,2022-10,2577
BG,Bulgaria,2022-11,2379
BG,Bulgaria,2022-12,2435
BG,Bulgaria,2022-13,2324
BG,Bulgaria,2022-14,2221
BG,Bulgaria,2022-15,2073
BG,Bulgaria,2022-16,1969
BG,Bulgaria,2022-17,2030
BG,Bulgaria,2022-18,0
BG,Bulgaria,2022-19,0
BG,Bulgaria,2022-20,0
BG,Bulgaria,2022-21,0
CH,Suiza,2020-01,1314
CH,Suiza,2020-02,1366
CH,Suiza,2020-03,1418
CH,Suiza,2020-04,1416
CH,Suiza,2020-05,1426
CH,Suiza,2020-06,1396
CH,Suiza,2020-07,1383
CH,Suiza,2020-08,1369
CH,Suiza,2020-09,1349
CH,Suiza,2020-10,1357
CH,Suiza,2020-11,1396
CH,Suiza,2020-12,1530
CH,Suiza,2020-13,1630
CH,Suiza,2020-14,1879
CH,Suiza,2020-15,1647
CH,Suiza,2020-16,1576
CH,Suiza,2020-17,1377
CH,Suiza,2020-18,1250
CH,Suiza,2020-19,1184
CH,Suiza,2020-20,1153
CH,Suiza,2020-21,1190
CH,Suiza,2020-22,1102
CH,Suiza,2020-23,1171
CH,Suiza,2020-24,1152
CH,Suiza,2020-25,1149
CH,Suiza,2020-26,1180
CH,Suiza,2020-27,1180
CH,Suiza,2020-28,1174
CH,Suiza,2020-29,1114
CH,Suiza,2020-30,1156
CH,Suiza,2020-31,1280
CH,Suiza,2020-32,1172
CH,Suiza,2020-33,1230
CH,Suiza,2020-34,1219
CH,Suiza,2020-35,1173
CH,Suiza,2020-36,1167
CH,Suiza,2020-37,1259
CH,Suiza,2020-38,1243
CH,Suiza,2020-39,1254
CH,Suiza,2020-40,1243
CH,Suiza,2020-41,1334
CH,Suiza,2020-42,1289
CH,Suiza,2020-43,1492
CH,Suiza,2020-44,1694
CH,Suiza,2020-45,2068
CH,Suiza,2020-46,2147
CH,Suiza,2020-47,2155
CH,Suiza,2020-48,2121
CH,Suiza,2020-49,2175
CH,Suiza,2020-50,2213
CH,Suiza,2020-51,2185
CH,Suiza,2020-52,2117
CH,Suiza,2020-53,1982
CH,Suiza,2021-01,1906
CH,Suiza,2021-02,1791
CH,Suiza,2021-03,1762
CH,Suiza,2021-04,1610
CH,Suiza,2021-05,1439
CH,Suiza,2021-06,1410
CH,Suiza,2021-07,1299
CH,Suiza,2021-08,1312
CH,Suiza,2021-09,1281
CH,Suiza,2021-10,1287
CH,Suiza,2021-11,1225
CH,Suiza,2021-12,1271
CH,Suiza,2021-13,1244
CH,Suiza,2021-14,1259
CH,Suiza,2021-15,1253
CH,Suiza,2021-16,1252
CH,Suiza,2021-17,1275
CH,Suiza,2021-18,1219
CH,Suiza,2021-19,1259
CH,Suiza,2021-20,1191
CH,Suiza,2021-21,1208
CH,Suiza,2021-22,1217
CH,Suiza,2021-23,1111
CH,Suiza,2021-24,1201
CH,Suiza,2021-25,1191
CH,Suiza,2021-26,1189
CH,Suiza,2021-27,1171
CH,Suiza,2021-28,1184
CH,Suiza,2021-29,1218
CH,Suiza,2021-30,1166
CH,Suiza,2021-31,1168
CH,Suiza,2021-32,1316
CH,Suiza,2021-33,1254
CH,Suiza,2021-34,1240
CH,Suiza,2021-35,1336
CH,Suiza,2021-36,1339
CH,Suiza,2021-37,1344
CH,Suiza,2021-38,1308
CH,Suiza,2021-39,1320
CH,Suiza,2021-40,1248
CH,Suiza,2021-41,1311
CH,Suiza,2021-42,1336
CH,Suiza,2021-43,1375
CH,Suiza,2021-44,1315
CH,Suiza,2021-45,1428
CH,Suiza,2021-46,1510
CH,Suiza,2021-47,1589
CH,Suiza,2021-48,1711
CH,Suiza,2021-49,1789
CH,Suiza,2021-50,1707
CH,Suiza,2021-51,1581
CH,Suiza,2021-52,1633
CH,Suiza,2021-99,0
CH,Suiza,2022-01,1542
CH,Suiza,2022-02,1507
CH,Suiza,2022-03,1483
CH,Suiza,2022-04,1471
CH,Suiza,2022-05,1462
CH,Suiza,2022-06,1443
CH,Suiza,2022-07,1555
CH,Suiza,2022-08,1429
CH,Suiza,2022-09,1449
CH,Suiza,2022-10,1460
CH,Suiza,2022-11,1531
CH,Suiza,2022-12,1531
CH,Suiza,2022-13,1513
CH,Suiza,2022-14,1410
CH,Suiza,2022-15,1296
CH,Suiza,2022-16,1318
CH,Suiza,2022-17,1222
CH,Suiza,2022-18,1185
CH,Suiza,2022-19,1078
CH,Suiza,2022-20,0
CH,Suiza,2022-21,0
CY,Chipre,2020-01,180
CY,Chipre,2020-02,154
CY,Chipre,2020-03,159
CY,Chipre,2020-04,155
CY,Chipre,2020-05,164
CY,Chipre,2020-06,147
CY,Chipre,2020-07,112
CY,Chipre,2020-08,143
CY,Chipre,2020-09,141
CY,Chipre,2020-10,118
CY,Chipre,2020-11,129
CY,Chipre,2020-12,137
CY,Chipre,2020-13,138
CY,Chipre,2020-14,133
CY,Chipre,2020-15,108
CY,Chipre,2020-16,120
CY,Chipre,2020-17,113
CY,Chipre,2020-18,117
CY,Chipre,2020-19,108
CY,Chipre,2020-20,136
CY,Chipre,2020-21,181
CY,Chipre,2020-22,104
CY,Chipre,2020-23,121
CY,Chipre,2020-24,89
CY,Chipre,2020-25,101
CY,Chipre,2020-26,105
CY,Chipre,2020-27,111
CY,Chipre,2020-28,109
CY,Chipre,2020-29,105
CY,Chipre,2020-30,114
CY,Chipre,2020-31,113
CY,Chipre,2020-32,88
CY,Chipre,2020-33,100
CY,Chipre,2020-34,108
CY,Chipre,2020-35,109
CY,Chipre,2020-36,92
CY,Chipre,2020-37,123
CY,Chipre,2020-38,100
CY,Chipre,2020-39,100
CY,Chipre,2020-40,110
CY,Chipre,2020-41,106
CY,Chipre,2020-42,108
CY,Chipre,2020-43,110
CY,Chipre,2020-44,108
CY,Chipre,2020-45,111
CY,Chipre,2020-46,124
CY,Chipre,2020-47,104
CY,Chipre,2020-48,128
CY,Chipre,2020-49,130
CY,Chipre,2020-50,142
CY,Chipre,2020-51,138
CY,Chipre,2020-52,125
CY,Chipre,2020-53,126
CY,Chipre,2021-01,165
CY,Chipre,2021-02,125
CY,Chipre,2021-03,140
CY,Chipre,2021-04,159
CY,Chipre,2021-05,152
CY,Chipre,2021-06,120
CY,Chipre,2021-07,137
CY,Chipre,2021-08,125
CY,Chipre,2021-09,123
CY,Chipre,2021-10,121
CY,Chipre,2021-11,135
CY,Chipre,2021-12,127
CY,Chipre,2021-13,137
CY,Chipre,2021-14,150
CY,Chipre,2021-15,162
CY,Chipre,2021-16,146
CY,Chipre,2021-17,142
CY,Chipre,2021-18,151
CY,Chipre,2021-19,112
CY,Chipre,2021-20,92
CY,Chipre,2021-21,118
CY,Chipre,2021-22,114
CY,Chipre,2021-23,111
CY,Chipre,2021-24,104
CY,Chipre,2021-25,109
CY,Chipre,2021-26,134
CY,Chipre,2021-27,128
CY,Chipre,2021-28,136
CY,Chipre,2021-29,142
CY,Chipre,2021-30,151
CY,Chipre,2021-31,170
CY,Chipre,2021-32,163
CY,Chipre,2021-33,130
CY,Chipre,2021-34,149
CY,Chipre,2021-35,137
CY,Chipre,2021-36,129
CY,Chipre,2021-37,130
CY,Chipre,2021-38,117
CY,Chipre,2021-39,124
CY,Chipre,2021-40,111
CY,Chipre,2021-41,127
CY,Chipre,2021-42,123
CY,Chipre,2021-43,113
CY,Chipre,2021-44,97
CY,Chipre,2021-45,132
CY,Chipre,2021-46,157
CY,Chipre,2021-47,133
CY,Chipre,2021-48,141
CY,Chipre,2021-49,128
CY,Chipre,2021-50,155
CY,Chipre,2021-51,141
CY,Chipre,2021-52,168
CY,Chipre,2021-99,0
CY,Chipre,2022-01,179
CY,Chipre,2022-02,170
CY,Chipre,2022-03,197
CY,Chipre,2022-04,172
CY,Chipre,2022-05,191
CY,Chipre,2022-06,177
CY,Chipre,2022-07,167
CY,Chipre,2022-08,166
CY,Chipre,2022-09,142
CY,Chipre,2022-10,135
CY,Chipre,2022-11,153
CY,Chipre,2022-12,178
CY,Chipre,2022-13,181
CY,Chipre,2022-14,163
CY,Chipre,2022-15,122
CY,Chipre,2022-16,88
CY,Chipre,2022-17,76
CY,Chipre,2022-18,0
CY,Chipre,2022-19,0
CY,Chipre,2022-20,0
CY,Chipre,2022-21,0
CZ,República Chec,2020-01,2305
CZ,República Chec,2020-02,2325
CZ,República Chec,2020-03,2244
CZ,República Chec,2020-04,2337
CZ,República Chec,2020-05,2364
CZ,República Chec,2020-06,2355
CZ,República Chec,2020-07,2391
CZ,República Chec,2020-08,2350
CZ,República Chec,2020-09,2360
CZ,República Chec,2020-10,2294
CZ,República Chec,2020-11,2295
CZ,República Chec,2020-12,2325
CZ,República Chec,2020-13,2297
CZ,República Chec,2020-14,2320
CZ,República Chec,2020-15,2244
CZ,República Chec,2020-16,2125
CZ,República Chec,2020-17,2036
CZ,República Chec,2020-18,2109
CZ,República Chec,2020-19,1999
CZ,República Chec,2020-20,2026
CZ,República Chec,2020-21,1919
CZ,República Chec,2020-22,1939
CZ,República Chec,2020-23,2135
CZ,República Chec,2020-24,1983
CZ,República Chec,2020-25,2022
CZ,República Chec,2020-26,2082
CZ,República Chec,2020-27,2111
CZ,República Chec,2020-28,1999
CZ,República Chec,2020-29,1989
CZ,República Chec,2020-30,2088
CZ,República Chec,2020-31,2227
CZ,República Chec,2020-32,2166
CZ,República Chec,2020-33,2187
CZ,República Chec,2020-34,2104
CZ,República Chec,2020-35,2033
CZ,República Chec,2020-36,2038
CZ,República Chec,2020-37,2089
CZ,República Chec,2020-38,2220
CZ,República Chec,2020-39,2392
CZ,República Chec,2020-40,2381
CZ,República Chec,2020-41,2609
CZ,República Chec,2020-42,2946
CZ,República Chec,2020-43,3647
CZ,República Chec,2020-44,4226
CZ,República Chec,2020-45,4238
CZ,República Chec,2020-46,3852
CZ,República Chec,2020-47,3424
CZ,República Chec,2020-48,3169
CZ,República Chec,2020-49,3100
CZ,República Chec,2020-50,3104
CZ,República Chec,2020-51,3242
CZ,República Chec,2020-52,3214
CZ,República Chec,2020-53,3518
CZ,República Chec,2021-01,3846
CZ,República Chec,2021-02,3751
CZ,República Chec,2021-03,3598
CZ,República Chec,2021-04,3449
CZ,República Chec,2021-05,3274
CZ,República Chec,2021-06,3443
CZ,República Chec,2021-07,3472
CZ,República Chec,2021-08,3631
CZ,República Chec,2021-09,3919
CZ,República Chec,2021-10,4028
CZ,República Chec,2021-11,3835
CZ,República Chec,2021-12,3470
CZ,República Chec,2021-13,3389
CZ,República Chec,2021-14,2947
CZ,República Chec,2021-15,2639
CZ,República Chec,2021-16,2511
CZ,República Chec,2021-17,2475
CZ,República Chec,2021-18,2305
CZ,República Chec,2021-19,2247
CZ,República Chec,2021-20,2052
CZ,República Chec,2021-21,1959
CZ,República Chec,2021-22,2054
CZ,República Chec,2021-23,1967
CZ,República Chec,2021-24,2055
CZ,República Chec,2021-25,2002
CZ,República Chec,2021-26,1887
CZ,República Chec,2021-27,1935
CZ,República Chec,2021-28,2030
CZ,República Chec,2021-29,1959
CZ,República Chec,2021-30,2107
CZ,República Chec,2021-31,1912
CZ,República Chec,2021-32,2032
CZ,República Chec,2021-33,1983
CZ,República Chec,2021-34,1955
CZ,República Chec,2021-35,1999
CZ,República Chec,2021-36,2074
CZ,República Chec,2021-37,2125
CZ,República Chec,2021-38,2098
CZ,República Chec,2021-39,2074
CZ,República Chec,2021-40,2112
CZ,República Chec,2021-41,2217
CZ,República Chec,2021-42,2311
CZ,República Chec,2021-43,2570
CZ,República Chec,2021-44,2691
CZ,República Chec,2021-45,2883
CZ,República Chec,2021-46,3047
CZ,República Chec,2021-47,3235
CZ,República Chec,2021-48,3388
CZ,República Chec,2021-49,3370
CZ,República Chec,2021-50,3132
CZ,República Chec,2021-51,2937
CZ,República Chec,2021-52,2773
CZ,República Chec,2021-99,0
CZ,República Chec,2022-01,2529
CZ,República Chec,2022-02,2537
CZ,República Chec,2022-03,2346
CZ,República Chec,2022-04,2360
CZ,República Chec,2022-05,2615
CZ,República Chec,2022-06,2663
CZ,República Chec,2022-07,2591
