country,country_code,year_week,number_deaths
SK,Eslovaquia,2020-15,1003
SK,Eslovaquia,2020-16,957
SK,Eslovaquia,2020-17,977
SK,Eslovaquia,2020-18,970
SK,Eslovaquia,2020-19,1005
SK,Eslovaquia,2020-20,979
SK,Eslovaquia,2020-21,953
SK,Eslovaquia,2020-22,913
SK,Eslovaquia,2020-23,963
SK,Eslovaquia,2020-24,981
SK,Eslovaquia,2020-25,899
SK,Eslovaquia,2020-26,937
SK,Eslovaquia,2020-27,982
SK,Eslovaquia,2020-28,973
SK,Eslovaquia,2020-29,948
SK,Eslovaquia,2020-30,957
SK,Eslovaquia,2020-31,985
SK,Eslovaquia,2020-32,1065
SK,Eslovaquia,2020-33,963
SK,Eslovaquia,2020-34,960
SK,Eslovaquia,2020-35,1023
SK,Eslovaquia,2020-36,969
SK,Eslovaquia,2020-37,1034
SK,Eslovaquia,2020-38,963
SK,Eslovaquia,2020-39,1042
SK,Eslovaquia,2020-40,1135
SK,Eslovaquia,2020-41,1071
SK,Eslovaquia,2020-42,1204
SK,Eslovaquia,2020-43,1276
SK,Eslovaquia,2020-44,1362
SK,Eslovaquia,2020-45,1437
SK,Eslovaquia,2020-46,1411
SK,Eslovaquia,2020-47,1371
SK,Eslovaquia,2020-48,1425
SK,Eslovaquia,2020-49,1458
SK,Eslovaquia,2020-50,1553
SK,Eslovaquia,2020-51,1616
SK,Eslovaquia,2020-52,1793
SK,Eslovaquia,2020-53,2047
SK,Eslovaquia,2021-01,2089
SK,Eslovaquia,2021-02,2125
SK,Eslovaquia,2021-03,1995
SK,Eslovaquia,2021-04,1971
SK,Eslovaquia,2021-05,1987
SK,Eslovaquia,2021-06,2081
SK,Eslovaquia,2021-07,2009
SK,Eslovaquia,2021-08,1963
SK,Eslovaquia,2021-09,1869
SK,Eslovaquia,2021-10,1784
SK,Eslovaquia,2021-11,1677
SK,Eslovaquia,2021-12,1584
SK,Eslovaquia,2021-13,1467
SK,Eslovaquia,2021-14,1333
SK,Eslovaquia,2021-15,1309
SK,Eslovaquia,2021-16,1253
SK,Eslovaquia,2021-17,1166
SK,Eslovaquia,2021-18,1133
SK,Eslovaquia,2021-19,1126
SK,Eslovaquia,2021-20,999
SK,Eslovaquia,2021-21,962
SK,Eslovaquia,2021-22,1001
SK,Eslovaquia,2021-23,1000
SK,Eslovaquia,2021-24,1048
SK,Eslovaquia,2021-25,1090
SK,Eslovaquia,2021-26,968
SK,Eslovaquia,2021-27,988
SK,Eslovaquia,2021-28,999
SK,Eslovaquia,2021-29,896
SK,Eslovaquia,2021-30,1027
SK,Eslovaquia,2021-31,953
SK,Eslovaquia,2021-32,974
SK,Eslovaquia,2021-33,1011
SK,Eslovaquia,2021-34,893
SK,Eslovaquia,2021-35,996
SK,Eslovaquia,2021-36,1041
SK,Eslovaquia,2021-37,1142
SK,Eslovaquia,2021-38,1154
SK,Eslovaquia,2021-39,1103
SK,Eslovaquia,2021-40,1214
SK,Eslovaquia,2021-41,1202
SK,Eslovaquia,2021-42,1309
SK,Eslovaquia,2021-43,1450
SK,Eslovaquia,2021-44,1505
SK,Eslovaquia,2021-45,1675
SK,Eslovaquia,2021-46,1854
SK,Eslovaquia,2021-47,1923
SK,Eslovaquia,2021-48,1922
SK,Eslovaquia,2021-49,1897
SK,Eslovaquia,2021-50,1758
SK,Eslovaquia,2021-51,1596
SK,Eslovaquia,2021-52,1492
SK,Eslovaquia,2021-99,0
SK,Eslovaquia,2022-01,1407
SK,Eslovaquia,2022-02,1262
SK,Eslovaquia,2022-03,1211
SK,Eslovaquia,2022-04,1166
SK,Eslovaquia,2022-05,1247
SK,Eslovaquia,2022-06,1210
SK,Eslovaquia,2022-07,1356
SK,Eslovaquia,2022-08,1311
SK,Eslovaquia,2022-09,1380
SK,Eslovaquia,2022-10,1349
SK,Eslovaquia,2022-11,1351
SK,Eslovaquia,2022-12,1284
SK,Eslovaquia,2022-13,1227
SK,Eslovaquia,2022-14,1154
SK,Eslovaquia,2022-15,1033
SK,Eslovaquia,2022-16,1026
SK,Eslovaquia,2022-17,0
SK,Eslovaquia,2022-18,0
SK,Eslovaquia,2022-19,0
SK,Eslovaquia,2022-20,0
SK,Eslovaquia,2022-21,0
